repo_id,parent_id,depth,hf_parent_id,hf_depth,is_hard_fork,age,stars,forks,forks_active,user_count,user_family_count,followers_repo,followers_in_family,followers_outside,pr_within,pr_family,pr_within_comments,pr_family_comments,pr_within_code_comments,pr_family_code_comments,issue_repo,issue_family,issue_outside,issue_repo_comments,issue_family_comments,issue_outside_comments,issues_subscribed_repo,issues_unsubscribed_repo,issues_closed_repo,issues_reopened_repo,issues_referenced_repo,issues_assigned_repo,issues_mentioned_repo,pr_mentioned_repo,issues_subscribed_family,issues_unsubscribed_family,issues_closed_family,issues_reopened_family,issues_referenced_family,issues_assigned_family,issues_mentioned_family,issues_subscribed_outside,issues_unsubscribed_outside,issues_closed_outside,issues_reopened_outside,issues_referenced_outside,issues_assigned_outside,issues_mentioned_outside,pr_family_mentioned,commit_count,activityDensity,densitybins,new_jaccard,median_age,median_commits,activity,activity_direction,activity_slope,activity_new_ALL
108287746,10425739,1,NULL,NULL,0,276,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.007246377,6,0.333333333,951,9,Short-Low,Positive,0.433635598,Social
108431716,17991525,1,NULL,NULL,0,275,0,0,0,2,2,0,0,222,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0.141818182,2,0,843,8,Short-Heavy,Positive,0.252978138,Social
108509014,45297,1,NULL,NULL,0,274,0,0,0,2,2,0,0,210,0,5,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0.083941606,3,0.142857143,752,23,Short-Low,Positive,0.748281629,Social
108658080,21994967,1,NULL,NULL,0,272,0,0,0,2,1,0,15,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.014705882,4,0.2,799.5,29,Short-Low,Positive,0.418774453,Social
108981290,28602846,1,NULL,NULL,0,269,0,0,0,2,1,0,2,293,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.018587361,4,0,479,7,Short-Low,Positive,1.682474783,Social
109201454,28178404,1,NULL,NULL,0,267,0,0,0,2,2,0,1,274,0,8,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.112359551,3,0,792,7,Short-Heavy,Negative,0.398146043,Social
109670636,7694902,1,NULL,NULL,0,262,0,0,0,3,1,0,15,2078,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0.393129771,2,0.436363636,1896.5,11.5,Short-Heavy,Positive,0.094867192,Social
110329938,45297,1,NULL,NULL,0,256,0,0,0,2,1,0,0,211,0,17,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.10546875,3,0,752,23,Short-Heavy,Positive,0.748281629,Social
110879603,11474326,1,NULL,NULL,0,251,0,0,0,2,1,0,1,242,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.023904382,4,0,1000.5,11,Short-Low,Positive,0.280259014,Social
111038773,17991525,1,NULL,NULL,0,249,0,0,0,2,2,0,10,885,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.076305221,3,0,843,8,Short-Heavy,Positive,0.252978138,Social
111189138,4952332,1,NULL,NULL,0,248,0,0,0,2,1,0,0,231,1,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.056451613,3,0,2205,14,Short-Low,Positive,0.474789245,Social
111264619,45297,1,NULL,NULL,0,248,0,0,0,2,2,0,0,206,0,3,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0.112903226,3,0,752,23,Short-Heavy,Positive,0.748281629,Social
111285447,17991525,1,NULL,NULL,0,247,0,0,0,2,1,0,1,217,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.016194332,4,0,843,8,Short-Low,Positive,0.252978138,Social
111287684,17991525,1,NULL,NULL,0,247,0,0,0,2,2,0,0,206,0,36,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0.307692308,2,0,843,8,Short-Heavy,Positive,0.252978138,Social
111354691,17991525,1,NULL,NULL,0,247,0,0,0,2,1,0,0,208,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.044534413,3,0.5,843,8,Short-Heavy,Positive,0.252978138,Social
111393006,10425739,1,NULL,NULL,0,247,0,0,0,2,1,0,0,216,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.008097166,6,0,951,9,Short-Low,Positive,0.433635598,Social
111403769,17991525,1,NULL,NULL,0,247,0,0,0,2,1,0,0,207,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.012145749,4,0,843,8,Short-Low,Positive,0.252978138,Social
111720420,14897549,1,NULL,NULL,0,243,0,0,0,2,2,0,0,2,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0.407407407,2,0,780,9,Short-Heavy,Positive,0.531618391,Social
111815471,11637006,1,NULL,NULL,0,242,0,0,0,2,1,0,0,208,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.016528926,4,0.654545455,1050,52,Short-Low,Positive,0.386361056,Social
112267483,45297,1,NULL,NULL,0,239,0,0,0,3,3,0,9,370,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.108786611,3,0.142857143,752,23,Short-Heavy,Positive,0.748281629,Social
112443780,35846,1,NULL,NULL,0,236,0,0,0,2,1,0,4,139,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.012711864,4,0.040441176,481,31,Short-Low,Positive,11.54349226,Social
112566506,13874,1,NULL,NULL,0,236,0,0,0,2,2,0,0,223,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.110169492,3,0,691,13,Short-Heavy,Positive,0.146874322,Social
112785107,21994967,1,NULL,NULL,0,234,0,0,0,2,2,0,0,265,8,19,12,53,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,1.876068376,1,0,799.5,29,Short-Heavy,Positive,0.418774453,Social
112820396,45297,1,NULL,NULL,0,234,0,0,0,2,2,0,12,171,0,6,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.081196581,3,0.142857143,752,23,Short-Low,Positive,0.748281629,Social
113053958,17991525,1,NULL,NULL,0,232,0,0,0,2,2,0,0,202,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.012931034,4,0,843,8,Short-Low,Positive,0.252978138,Social
113411228,17991525,1,NULL,NULL,0,228,0,0,0,2,2,0,5,994,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.105263158,3,0,843,8,Short-Heavy,Positive,0.252978138,Social
113857224,45297,1,NULL,NULL,0,225,0,0,0,3,1,0,9,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.017777778,4,0.142857143,752,23,Short-Low,Positive,0.748281629,Social
114331876,13874,1,NULL,NULL,0,220,0,0,0,2,2,0,0,202,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0.159090909,2,0,691,13,Short-Heavy,Positive,0.146874322,Social
114534054,17991525,1,NULL,NULL,0,219,0,0,0,2,1,0,0,203,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.00913242,6,0,843,8,Short-Low,Positive,0.252978138,Social
114891129,28602846,1,NULL,NULL,0,215,0,0,0,2,1,0,0,318,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.018604651,4,0.818181818,479,7,Short-Low,Positive,1.682474783,Social
114965905,17991525,1,NULL,NULL,0,215,0,0,0,2,1,0,5,874,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.013953488,4,0,843,8,Short-Low,Positive,0.252978138,Social
115073766,35846,1,NULL,NULL,0,214,0,0,0,3,3,0,2,261,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.037383178,3,0.307958478,481,31,Short-Low,Positive,11.54349226,Social
115227360,17991525,1,NULL,NULL,0,213,0,0,0,2,1,0,0,235,0,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.112676056,3,0,843,8,Short-Heavy,Positive,0.252978138,Social
115620915,1735275,1,NULL,NULL,0,209,0,0,0,2,1,0,0,205,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.009569378,6,0.142857143,819,5.5,Short-Low,Positive,0.131381062,Social
116052502,17991525,1,NULL,NULL,0,205,0,0,0,2,1,0,1,227,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.024390244,4,0,843,8,Short-Low,Positive,0.252978138,Social
116265257,7118,1,NULL,NULL,0,203,0,0,0,2,2,0,0,209,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.024630542,4,0.052631579,796,14,Short-Low,Positive,0.069755085,Social
116973854,21994967,1,NULL,NULL,0,197,0,0,0,2,2,0,0,207,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.076142132,3,0,799.5,29,Short-Low,Positive,0.418774453,Social
117585161,35846,1,NULL,NULL,0,192,0,0,0,3,3,0,0,22,0,23,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0.302083333,2,0.091240876,481,31,Short-Heavy,Positive,11.54349226,Social
118769183,30777963,2,92606318,1,1,181,0,0,0,2,2,0,0,204,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.038674033,3,0.975,834,35,Short-Low,Positive,0.282871923,Social
118974345,30777963,2,NULL,NULL,0,179,0,0,0,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.022346369,4,0.975,834,35,Short-Low,Positive,0.282871923,Social
119105251,35846,1,NULL,NULL,0,178,0,0,0,2,2,0,2,81,0,24,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0.337078652,2,0,481,31,Short-Heavy,Positive,11.54349226,Social
119150105,17991525,1,NULL,NULL,0,178,0,0,0,3,3,0,30,2063,0,8,0,147,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0.56741573,2,0,843,8,Short-Heavy,Positive,0.252978138,Social
119813275,17991525,1,NULL,NULL,0,171,0,0,0,2,2,0,5,881,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.040935673,3,0,843,8,Short-Low,Positive,0.252978138,Social
119910457,35846,1,NULL,NULL,0,170,0,0,0,3,3,0,5,268,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.088235294,3,0.15,481,31,Short-Low,Positive,11.54349226,Social
120729094,28602846,1,NULL,NULL,0,163,0,0,0,2,1,0,0,207,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.012269939,4,0.826086957,479,7,Short-Low,Positive,1.682474783,Social
120730860,22616,1,NULL,NULL,0,163,0,0,0,2,1,0,0,224,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.049079755,3,0,1093,6,Short-Heavy,Positive,0.202357575,Social
120741821,17991525,1,NULL,NULL,0,163,0,0,0,2,1,0,0,335,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.030674847,3,0,843,8,Short-Low,Positive,0.252978138,Social
121009977,1822660,2,NULL,NULL,0,160,0,0,0,2,1,0,3,173,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.01875,4,1,781,7,Short-Low,Positive,0.199327352,Social
121330860,7295625,1,NULL,NULL,0,156,0,0,0,2,1,0,0,211,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.012820513,4,0,1064,62,Short-Low,Positive,0.562479841,Social
122245016,45297,1,NULL,NULL,0,145,0,0,0,2,1,0,0,202,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.027586207,4,0.142857143,752,23,Short-Low,Positive,0.748281629,Social
123376742,45297,1,NULL,NULL,0,134,0,0,0,3,3,0,12,336,0,33,0,261,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,1.567164179,1,0,752,23,Short-Heavy,Positive,0.748281629,Social
123548989,11637006,1,NULL,NULL,0,133,0,0,0,4,4,0,5,312,0,4,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0.263157895,2,0.175,1050,52,Short-Low,Positive,0.386361056,Social
123573492,10032456,1,NULL,NULL,0,132,0,0,0,2,2,0,0,5,7,15,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0.310606061,2,0.046296296,1063,36,Short-Heavy,Negative,0.734266892,Social
123735569,45297,1,NULL,NULL,0,131,0,0,0,2,1,0,0,202,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.015267176,4,0.142857143,752,23,Short-Low,Positive,0.748281629,Social
124024566,17991525,1,NULL,NULL,0,128,0,0,0,2,2,0,0,204,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.15625,2,0,843,8,Short-Heavy,Positive,0.252978138,Social
124151723,1958,1,NULL,NULL,0,127,0,0,0,2,1,0,3,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.070866142,3,0.019753086,2326.5,103,Short-Low,Positive,1.33014402,Social
124580654,35846,1,NULL,NULL,0,123,0,0,0,2,2,0,0,30,0,10,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0.292682927,2,0.029411765,481,31,Short-Heavy,Positive,11.54349226,Social
124920607,17991525,1,NULL,NULL,0,120,0,0,0,2,1,0,0,209,0,1,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.05,3,0,843,8,Short-Low,Positive,0.252978138,Social
125203473,17991525,1,NULL,NULL,0,116,0,0,0,2,2,0,5,876,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.043103448,3,0,843,8,Short-Low,Positive,0.252978138,Social
125288138,45297,1,NULL,NULL,0,114,0,0,0,2,2,0,1,225,0,8,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0.587719298,2,0.142857143,752,23,Short-Heavy,Positive,0.748281629,Social
125346053,17991525,1,NULL,NULL,0,113,0,0,0,2,2,0,1,230,0,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.10619469,3,0,843,8,Short-Heavy,Positive,0.252978138,Social
125371699,45297,1,NULL,NULL,0,113,0,0,0,2,2,0,0,203,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.230088496,2,0.142857143,752,23,Short-Heavy,Positive,0.748281629,Social
125489105,17991525,1,NULL,NULL,0,110,0,0,0,3,3,0,34,2076,0,10,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.245454545,2,0,843,8,Short-Heavy,Positive,0.252978138,Social
125558832,17991525,1,NULL,NULL,0,109,0,0,0,2,1,0,5,880,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.027522936,4,0,843,8,Short-Low,Positive,0.252978138,Social
125953599,97582,2,30371300,1,1,106,0,0,0,2,2,0,0,40,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.113207547,3,0.878787879,1859,31.5,Short-Low,Positive,0.153062659,Social
126226479,22668,1,NULL,NULL,0,104,0,0,0,2,2,0,0,202,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.25,2,0,1809,58.5,Short-Low,Positive,0.082846455,Social
126345553,17991525,1,NULL,NULL,0,104,0,0,0,2,2,0,5,887,1,2,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.076923077,3,0,843,8,Short-Low,Positive,0.252978138,Social
126380955,45297,1,NULL,NULL,0,103,0,0,0,2,1,0,9,73,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.116504854,3,0.142857143,752,23,Short-Low,Positive,0.748281629,Social
126454683,17991525,1,NULL,NULL,0,103,0,0,0,2,1,0,5,940,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.038834951,3,0,843,8,Short-Low,Positive,0.252978138,Social
126485788,6494034,2,NULL,NULL,0,103,0,0,0,2,2,0,0,202,0,8,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.097087379,3,1,1035.5,23,Short-Low,Positive,0.184220677,Social
126926799,15138,1,NULL,NULL,0,100,0,0,0,3,3,0,0,252,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.2,2,0,780.5,17.5,Short-Heavy,Negative,0.358233391,Social
127117151,45297,1,NULL,NULL,0,99,0,0,0,2,2,0,1,166,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.101010101,3,0.142857143,752,23,Short-Low,Positive,0.748281629,Social
127493280,28178404,1,NULL,NULL,0,96,0,0,0,4,4,1,9,2540,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.3125,2,0,792,7,Short-Heavy,Negative,0.398146043,Social
127629077,17991525,1,NULL,NULL,0,95,0,0,0,2,1,0,5,876,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.021052632,4,0,843,8,Short-Low,Positive,0.252978138,Social
127728649,45297,1,NULL,NULL,0,94,0,0,0,2,2,0,9,231,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.031914894,3,0.142857143,752,23,Short-Low,Positive,0.748281629,Social
127797815,45297,1,NULL,NULL,0,93,0,0,0,6,6,1,21,404,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.139784946,3,0,752,23,Short-Low,Positive,0.748281629,Social
127842462,45297,1,NULL,NULL,0,92,0,0,0,3,3,0,21,365,1,6,0,38,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0.239130435,2,0.142857143,752,23,Short-Low,Positive,0.748281629,Social
127849006,35846,1,NULL,NULL,0,92,0,0,0,6,6,0,2,397,0,30,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,3.130434783,1,0,481,31,Short-Heavy,Positive,11.54349226,Social
127885791,17991525,1,NULL,NULL,0,91,0,0,0,2,1,0,5,889,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.021978022,4,0,843,8,Short-Low,Positive,0.252978138,Social
128084298,35846,1,NULL,NULL,0,88,0,0,0,5,5,0,4,140,0,21,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,1.556818182,1,0,481,31,Short-Heavy,Positive,11.54349226,Social
128157658,17991525,1,NULL,NULL,0,87,0,0,0,2,1,0,0,297,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.022988506,4,0,843,8,Short-Low,Positive,0.252978138,Social
128347358,21994967,1,NULL,NULL,0,86,0,0,0,2,2,0,0,202,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.034883721,3,0,799.5,29,Short-Low,Positive,0.418774453,Social
129022839,1735275,1,NULL,NULL,0,81,0,0,0,2,1,0,0,202,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.024691358,4,0.059701493,819,5.5,Short-Low,Positive,0.131381062,Social
129043150,28602846,1,NULL,NULL,0,81,0,0,0,3,2,0,2,321,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0.87654321,2,0.2,479,7,Short-Heavy,Positive,1.682474783,Social
129136973,6494034,1,NULL,NULL,0,81,0,0,0,2,2,0,7,361,0,8,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.172839506,2,0,1035.5,23,Short-Low,Positive,0.184220677,Social
129339044,45297,1,NULL,NULL,0,80,0,0,0,4,3,0,19,813,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.1625,2,0,752,23,Short-Low,Positive,0.748281629,Social
129424494,28178404,1,NULL,NULL,0,79,1,0,0,2,2,0,10,2371,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.037974684,3,0,792,7,Short-Low,Negative,0.398146043,Social
129600351,13874,1,NULL,NULL,0,74,0,0,0,2,1,0,0,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.040540541,3,0.25,691,13,Short-Low,Positive,0.146874322,Social
129695587,17991525,1,NULL,NULL,0,73,0,0,0,3,3,0,83,2858,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.04109589,3,0,843,8,Short-Low,Positive,0.252978138,Social
129774224,17991525,1,NULL,NULL,0,73,0,0,0,2,1,0,0,242,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.04109589,3,0,843,8,Short-Low,Positive,0.252978138,Social
130437437,13874,1,NULL,NULL,0,66,0,0,0,2,2,0,0,69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0.439393939,2,0,691,13,Short-Heavy,Positive,0.146874322,Social
131734283,1879783,4,NULL,NULL,0,54,0,0,0,2,2,0,0,205,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.055555556,3,0,962,10,Short-Low,Negative,0.184651035,Social
132472987,45297,1,NULL,NULL,0,49,0,0,0,2,0,0,0,32,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.102040816,3,0.142857143,752,23,Short-Low,Positive,0.748281629,Social
