repo_id,age,new_jaccard,commit_count,K,,repo_id,age,new_jaccard,commit_count,K,,,Cluster #,Count,Age,Commits,Jaccard Distance
19937734,1480,0.6,29,0,,32707402,1192,0,30,1,,,,,,,
20198703,1194,1,54,0,,34173425,1172,0,128,1,,,,,,,
20864968,1431,0.333333,48,0,,48670393,956,0.333333,9,1,,,,,,,
22183849,1778,0.333333,7,0,,50173632,936,0,1,1,,,,,,,
23090594,1487,0.6,6,0,,52325840,907,0.333333,44,1,,,,,,,
24299374,1378,0.6,16,0,,53145368,892,0.333333,1,1,,,,,,,
27853171,1317,0.714286,20,0,,59155889,815,0.333333,6,1,,,,,,,
29357308,1279,0.6,2,0,,61026189,793,0.333333,12,1,,,,,,,
31975377,1208,0.6,60,0,,61561493,787,0.333333,7,1,,,,,,,
32063886,1206,0.666667,31,0,,63905622,759,0.333333,3,1,,,,,,,
36681856,1117,0.6,6,0,,70045413,681,0.333333,70,1,,,,,,,
36758921,1269,0.6,7,0,,71675079,661,0.333333,3,1,,,,,,,
38628627,1088,0.6,7,0,,72779049,647,0,73,1,,,,,,,
39722402,1074,0.6,30,0,,73047111,644,0.333333,26,1,,,,,,,
39850103,1073,0.6,4,0,,78086045,587,0.333333,5,1,,,,,,,
40969729,1058,0.714286,19,0,,78443356,584,0.333333,5,1,,,,,,,
41862915,1801,0.6,12,0,,83302565,1163,0,43,1,,,,,,,
42307664,1036,0.6,2,0,,86448654,494,0.333333,7,1,,,,,,,
46258224,983,0.6,1,0,,87461583,485,0,62,1,,,,,,,
46806685,975,0.666667,20,0,,87850482,479,0.333333,3,1,,,,,,,
48606112,956,0.666667,1,0,,89680164,461,0.333333,1,1,,,,,,,
48806478,954,0.666667,1,0,,103719439,324,0,19,1,,,,,,,
49059322,951,0.666667,54,0,,103908712,322,0,24,1,,,,,,,
50767989,928,0.666667,4,0,,104348235,317,0,22,1,,,,,,,
52728923,897,0.666667,2,0,,108287746,276,0.333333,2,1,,,,,,,
54752613,869,0.666667,2,0,,111393006,247,0,2,1,,,,,,,
55819751,855,0.666667,5,0,,115298803,212,0,2,1,,,,,,,
57968323,828,0.666667,6,0,,117295270,194,0,7,1,,,,,,,
59594388,810,0.666667,14,0,,117615618,191,0,1,1,,,,,,,
62297555,779,0.666667,21,0,,117978103,187,0,21,1,,,,,,,
62652018,774,0.666667,2,0,,121035329,159,0,2,1,,,,,,,
112476882,1158,0.6,1,0,,125608008,109,0,9,1,,,,,,,
2536002,2333,0.642857,1021,0,,6448301,2020,0,1751,1,,,,,,,
3058510,2272,1,23,0,,14988222,1601,0,18,1,,,,,,,
3098248,2269,1,12,0,,16528772,1549,0,133,1,,,,,,,
3231775,2259,1,170,0,,29326570,1282,0,205,1,,,,,,,
3242979,2257,1,108,0,,44306011,1009,0,7,1,,,,,,,
3358328,1781,1,100,0,,45584282,992,0,2,1,,,,,,,
3377119,2084,0.833333,370,0,,48034347,964,0.090909,33,1,,,,,,,
3955917,2328,1,223,0,,58929643,817,0.090909,6,1,,,,,,,
4125264,2175,1,37,0,,60107224,804,0,246,1,,,,,,,
5242345,2094,1,209,0,,63736344,761,0,7,1,,,,,,,
6715347,2002,1,2,0,,66098328,731,0,3,1,,,,,,,
6717077,2001,1,2,0,,73144645,643,0.538462,5,1,,,,,,,
7951309,1745,0.642857,521,0,,79171086,576,0,2,1,,,,,,,
10049177,1822,1,52,0,,91967828,440,0,3,1,,,,,,,
20567402,1466,0.833333,14,0,,103164746,330,0,50,1,,,,,,,
24965748,1409,0.833333,27,0,,107940759,279,0,9,1,,,,,,,
28405614,1307,0.8,11,0,,110879603,251,0,6,1,,,,,,,
31634129,1217,0.642857,84,0,,112758082,234,0,5,1,,,,,,,
34379569,1155,0.833333,7,0,,123644647,131,0,3,1,,,,,,,
42742237,1032,0.642857,13,0,,126388167,103,0,4,1,,,,,,,
43121162,1025,0.642857,4,0,,131322746,58,0,9,1,,,,,,,
46823311,975,0.642857,3,0,,62436022,1050,0.175,29,1,,,,,,,
53152548,892,0.642857,3,0,,68762672,697,0,131,1,,,,,,,
56203283,849,0.642857,34,0,,99677051,366,0.672727,29,1,,,,,,,
57319974,835,0.642857,2,0,,111815471,242,0.654545,4,1,,,,,,,
59461431,811,0.642857,34,0,,123548989,133,0.175,35,1,,,,,,,
59742440,808,0.642857,11,0,,54657846,870,0,3,1,,,,,,,
61160289,792,0.642857,3,0,,63194779,768,0.5,2,1,,,,,,,
67188098,717,0.642857,5,0,,63654926,768,0.5,14,1,,,,,,,
68333757,702,0.642857,6,0,,90519343,453,0,2,1,,,,,,,
70300939,678,0.642857,2,0,,92178004,438,0.5,2,1,,,,,,,
70800851,672,0.642857,3,0,,105531058,305,0,7,1,,,,,,,
7203863,1968,1,24,0,,110772075,252,0,6,1,,,,,,,
7282196,1968,1,3,0,,112913806,233,0,3,1,,,,,,,
7694545,2883,1,30,0,,120873629,162,0.5,390,1,,,,,,,
9595833,1853,1,4,0,,123247042,136,0,2,1,,,,,,,
11637016,1732,1,40,0,,128611002,84,0,3,1,,,,,,,
11637155,1731,1,60,0,,135740106,162,0.5,9,1,,,,,,,
11637360,1728,1,305,0,,64569502,751,0,28,1,,,,,,,
11637427,1727,0.962963,88,0,,89923113,459,0,10,1,,,,,,,
11637439,1727,0.918033,12,0,,97659525,386,0,10,1,,,,,,,
11637451,1727,1,97,0,,10453141,1803,0,4508,1,,,,,,,
11638472,1724,1,87,0,,10826356,1783,0,908,1,,,,,,,
11638494,1723,1,151,0,,14807987,1607,0,43,1,,,,,,,
11842849,1710,1,623,0,,14827541,1759,0,1016,1,,,,,,,
11998378,1707,0.654545,45,0,,14829041,1817,0,5281,1,,,,,,,
44791075,1003,0.918033,36,0,,14831425,1819,0,1240,1,,,,,,,
58089233,828,0.963636,98,0,,14835758,1776,0,2578,1,,,,,,,
58585260,821,0.963636,1,0,,14869741,1747,0,1503,1,,,,,,,
63674015,762,0.940299,52,0,,15120583,1818,0,1207,1,,,,,,,
68209085,704,0.918033,136,0,,15928954,1525,0.210784,106,1,,,,,,,
71597045,662,0.918033,124,0,,15930071,1578,0,14,1,,,,,,,
82351984,542,0.896552,8,0,,17208387,1546,0,588,1,,,,,,,
83328245,531,0.690909,1126,0,,18284000,1496,0,58,1,,,,,,,
86312265,496,0.881356,68,0,,18459454,1818,0,6533,1,,,,,,,
86628508,498,0.816667,82,0,,18908104,1506,0,90,1,,,,,,,
86939816,490,0.857143,4,0,,19688717,1487,0,791,1,,,,,,,
13058317,1673,0.666667,10,0,,22110317,1429,0,3426,1,,,,,,,
19760281,1493,0.666667,265,0,,25019995,1416,0,761,1,,,,,,,
26464062,1338,0.666667,4,0,,27125831,1334,0,1016,1,,,,,,,
34763698,1147,0.5,452,0,,29237588,1286,0.210784,448,1,,,,,,,
73348873,647,0.666667,70,0,,29808973,1268,0,49,1,,,,,,,
135387934,1147,0.5,383,0,,32808930,1189,0,408,1,,,,,,,
14060909,1282,0.75,35,0,,34400828,1156,0,60,1,,,,,,,
17904050,1530,0.73913,21,0,,35290750,1139,0.348624,2725,1,,,,,,,
18773180,1509,0.785714,39,0,,35384113,1147,0,1393,1,,,,,,,
29089807,1286,0.785714,13,0,,35981573,1163,0,88,1,,,,,,,
30964876,1207,0.75,8,0,,39836342,1073,0,101,1,,,,,,,
33458621,1438,0.75,13,0,,40154940,1068,0,61,1,,,,,,,
37541669,1104,0.735294,46,0,,40958747,1058,0,916,1,,,,,,,
42915606,1027,0.73913,101,0,,41613187,1111,0,137,1,,,,,,,
57122001,837,0.73913,14,0,,43087405,1025,0,126,1,,,,,,,
10363549,1809,0.906542,59,0,,44256148,1010,0.309859,45,1,,,,,,,
12795135,1689,0.90566,22,0,,44546487,1005,0.341463,201,1,,,,,,,
13341675,1692,0.910377,3,0,,46087228,985,0,31,1,,,,,,,
14827712,1606,0.341121,258,0,,47927233,965,0,1033,1,,,,,,,
14831284,1675,0.673913,1718,0,,49261610,948,0,129,1,,,,,,,
15148548,1596,0.812207,28,0,,49785466,941,0,388,1,,,,,,,
15252954,1594,0.778281,102,0,,49790287,941,0,157,1,,,,,,,
15295880,1814,0.906542,260,0,,50391089,933,0,141,1,,,,,,,
15466840,1725,0.322581,275,0,,51400473,920,0.253589,2,1,,,,,,,
15702012,1593,0.829384,117,0,,51795164,914,0,285,1,,,,,,,
16073890,1663,0.676856,113,0,,52301484,907,0.165,61,1,,,,,,,
16305294,1569,0.829384,141,0,,53161494,892,0,85,1,,,,,,,
17248914,1545,0.656388,124,0,,53550867,886,0,78,1,,,,,,,
17353531,1543,0.730435,62,0,,54608670,870,0.349515,4,1,,,,,,,
17517273,1538,0.802817,118,0,,55246406,862,0.341121,4,1,,,,,,,
17642953,1480,0.636364,812,0,,56460130,843,0.27619,10,1,,,,,,,
17936906,1628,0.896396,139,0,,56625960,841,0.341121,841,1,,,,,,,
18921723,1506,0.716738,813,0,,57387327,834,0,91,1,,,,,,,
19061566,1502,0.563063,158,0,,57653240,1084,0,853,1,,,,,,,
19693701,1487,0.812207,73,0,,57862288,829,0.465116,15,1,,,,,,,
20600718,1465,0.807512,94,0,,58697877,820,0.010989,37,1,,,,,,,
21741234,1817,0.651982,1150,0,,59071364,816,0.293839,36,1,,,,,,,
21846797,1433,0.829384,29,0,,59336189,815,0,583,1,,,,,,,
22041896,1426,0.820755,51,0,,59826276,807,0.341463,285,1,,,,,,,
22105493,1430,0.730435,25,0,,60182804,803,0,19,1,,,,,,,
22149449,1423,0.636364,4,0,,63114658,768,0.341121,10,1,,,,,,,
22868844,1422,0.640693,121,0,,63228474,767,0,14,1,,,,,,,
24062811,1395,0.341121,397,0,,63467254,765,0,6,1,,,,,,,
24166738,1396,0.640693,10,0,,64273347,775,0.016484,33,1,,,,,,,
28300387,1306,0.778281,7,0,,64360925,753,0.27619,340,1,,,,,,,
29070923,1306,0.708155,2,0,,66736388,723,0.27619,25,1,,,,,,,
29895619,1272,0.727273,20,0,,67163604,717,0.379147,27,1,,,,,,,
32503936,1197,0.563063,196,0,,68199792,704,0,97,1,,,,,,,
34591119,1150,0.716738,14,0,,69049291,693,0.038462,122,1,,,,,,,
36783936,1219,0.679825,11,0,,69355015,689,0,194,1,,,,,,,
37461682,1109,0.697872,5,0,,70411205,677,0,150,1,,,,,,,
38419047,1091,0.697872,3,0,,72654035,649,0.210784,13,1,,,,,,,
38895801,1086,0.681223,11,0,,74665174,625,0,181,1,,,,,,,
39196019,1081,0.554054,47,0,,75414757,617,0.518182,7,1,,,,,,,
40910561,1078,0.669565,13,0,,75662473,614,0.513514,10,1,,,,,,,
41627675,1206,0.673913,83,0,,75694513,613,0.309859,1,1,,,,,,,
43208026,1024,0.636364,303,0,,78779519,580,0,129,1,,,,,,,
43283362,1024,0.676856,34,0,,80005623,568,0,24,1,,,,,,,
44084210,1012,0.657895,74,0,,81091054,556,0.341463,28,1,,,,,,,
44905059,1002,0.651982,118,0,,81590003,550,0.354369,157,1,,,,,,,
45021176,1001,0.666667,19,0,,82392192,542,0.016484,29,1,,,,,,,
45787732,990,0.554054,62,0,,83113273,534,0,92,1,,,,,,,
46779153,976,0.648069,75,0,,83404462,530,0.341463,2,1,,,,,,,
47660639,967,0.656388,5,0,,83418622,530,0.341463,1,1,,,,,,,
47705800,967,0.640693,160,0,,84289824,518,0.049451,1,1,,,,,,,
48832437,954,0.656388,22,0,,85147298,508,0.331707,4,1,,,,,,,
49914457,940,0.643777,1622,0,,85162718,507,0.331707,1,1,,,,,,,
50476202,932,0.640693,85,0,,85273422,506,0,45,1,,,,,,,
50901876,926,0.644444,11,0,,85727715,501,0,43,1,,,,,,,
52649105,899,0.644444,12,0,,86014079,499,0.27619,241,1,,,,,,,
52684564,899,0.640693,3,0,,86767336,492,0.311881,62,1,,,,,,,
53225233,891,0.640693,19,0,,87559900,483,0.27619,541,1,,,,,,,
54557791,871,0.643777,9,0,,87691298,480,0,21,1,,,,,,,
55792834,855,0.640693,146,0,,87701643,480,0.341121,48,1,,,,,,,
56211683,849,0.636364,19,0,,89411760,464,0.165,3,1,,,,,,,
56284470,848,0.640693,48,0,,92426877,436,0.341121,9,1,,,,,,,
56508420,843,0.640693,10,0,,92525963,435,0.341121,36,1,,,,,,,
56581052,842,0.636364,4,0,,92948576,431,0.309859,27,1,,,,,,,
56720866,841,0.636364,12,0,,93590333,424,0,1,1,,,,,,,
57195306,836,0.522523,96,0,,93647040,424,0,562,1,,,,,,,
57427085,833,0.640693,23,0,,95072171,411,0,99,1,,,,,,,
59947182,806,0.568182,30,0,,95575586,407,0.210784,138,1,,,,,,,
60318995,801,0.640693,24,0,,95952889,403,0.345622,13,1,,,,,,,
67783926,710,0.556054,48,0,,97118522,391,0.309859,28,1,,,,,,,
14906101,1597,0.584211,37,0,,97395823,388,0.319444,76,1,,,,,,,
21843144,1452,0.657895,14,0,,97493988,387,0.102151,4,1,,,,,,,
25854056,1346,0.642105,8,0,,98031802,1244,0,8,1,,,,,,,
26271651,1369,0.642105,4,0,,99139699,372,0.309859,4,1,,,,,,,
29099663,1406,0.592593,56,0,,100004056,362,0.070652,104,1,,,,,,,
33374395,1178,0.486631,61,0,,101450721,347,0,91,1,,,,,,,
45009581,1001,0.552632,1,0,,101537749,347,0.293839,6,1,,,,,,,
47593195,968,0.591837,7,0,,104332709,317,0,42,1,,,,,,,
52688801,897,0.560847,7,0,,104586400,314,0.27619,2,1,,,,,,,
60398994,900,0.534392,1,0,,104763704,400,0,364,1,,,,,,,
17667740,1535,0.928571,5,0,,105286162,307,0,21,1,,,,,,,
29204200,1282,1,464,0,,105552854,304,0,29,1,,,,,,,
48340469,960,0.8125,2,0,,105803061,302,0.016484,5,1,,,,,,,
54422668,873,0.8,4,0,,105900517,301,0.285714,7,1,,,,,,,
56583513,842,0.8,3,0,,106050029,299,0.27619,5,1,,,,,,,
81414451,552,0.823529,37,0,,107699570,282,0.038462,35,1,,,,,,,
83072383,535,0.8125,3,0,,108239323,276,0,8,1,,,,,,,
85895999,500,0.8125,2,0,,108796086,270,0.309859,43,1,,,,,,,
91482509,445,0.8125,4,0,,109912104,260,0.070652,1,1,,,,,,,
99921251,363,1,9,0,,109923581,687,0.049451,246,1,,,,,,,
21150012,1451,0.666667,11,0,,110390045,256,0.165,39,1,,,,,,,
22156805,1422,0.666667,23,0,,111069608,249,0,10,1,,,,,,,
25817016,1348,0.666667,28,0,,113413795,228,0,159,1,,,,,,,
26021224,1352,0.666667,80,0,,113771192,225,0.102151,45,1,,,,,,,
26217372,1355,0.666667,44,0,,114982687,215,0.257143,3,1,,,,,,,
27324497,1339,0.666667,28,0,,115193054,213,0,77,1,,,,,,,
27387326,1332,0.666667,25,0,,116593094,200,0.049451,29,1,,,,,,,
27556555,1327,0.666667,15,0,,117430365,193,0.210784,77,1,,,,,,,
22074565,1411,1,16,0,,117974786,187,0.049451,33,1,,,,,,,
22439697,1403,0.959184,3,0,,117997219,187,0.210784,5,1,,,,,,,
22672579,1405,0.959184,5,0,,118937936,179,0.016484,5,1,,,,,,,
23185060,1256,0.818182,105,0,,119156896,177,0,9,1,,,,,,,
23617798,1388,0.960784,19,0,,119209792,177,0,42,1,,,,,,,
29143656,1284,0.882353,6,0,,119306450,176,0.165,1,1,,,,,,,
35427453,1149,0.796296,3,0,,121117433,158,0,3,1,,,,,,,
35925318,1128,0.44186,29,0,,121135469,158,0.183168,4,1,,,,,,,
39050701,1083,0.8,89,0,,121287702,156,0,91,1,,,,,,,
40986907,1055,0.836066,420,0,,121599302,152,0.183168,6,1,,,,,,,
41215703,1052,0.796296,9,0,,121804311,149,0.049451,5,1,,,,,,,
43965219,1014,0.796296,8,0,,123170164,136,0,33,1,,,,,,,
45217940,998,0.796296,2,0,,123784822,130,0.016484,4,1,,,,,,,
56111968,850,0.836066,34,0,,124006476,128,0,46,1,,,,,,,
24897396,1382,0.75,99,0,,124649261,122,0,13,1,,,,,,,
26155755,1352,0.75,213,0,,124655706,122,0.060109,11,1,,,,,,,
27279386,1333,0.5,6,0,,124917532,120,0.102151,76,1,,,,,,,
27827060,1258,0.75,10,0,,125216404,113,0.102151,9,1,,,,,,,
28167412,1310,0.5,7,0,,125696982,108,0.081081,5,1,,,,,,,
29583410,1280,0.5,48,0,,125748179,108,0.049451,10,1,,,,,,,
36430966,1216,0.75,20,0,,126448870,103,0.070652,6,1,,,,,,,
36597284,1168,0.75,10,0,,126487249,103,0.070652,2,1,,,,,,,
36870432,1116,0.833333,40,0,,126774863,101,0.049451,10,1,,,,,,,
46447248,981,0.75,12,0,,126831933,101,0.070652,4,1,,,,,,,
50929339,926,0.5,12,0,,128350237,86,0.049451,2,1,,,,,,,
51414009,920,0.75,3,0,,129353353,79,0,58,1,,,,,,,
52472621,905,0.6,5,0,,130181165,68,0.049451,4,1,,,,,,,
52689549,897,0.5,3,0,,131207826,59,0.049451,1,1,,,,,,,
57700833,831,0.6,144,0,,131670044,55,0,35,1,,,,,,,
58388195,823,0.6,70,0,,132838027,45,0.016484,25,1,,,,,,,
59479860,811,0.6,47,0,,134839928,26,0.016484,7,1,,,,,,,
60966708,794,0.6,11,0,,14897950,1604,0,504,1,,,,,,,
69714625,685,0.6,323,0,,14903396,1604,0.146853,465,1,,,,,,,
72146151,655,0.6,12,0,,14988069,1601,0,1077,1,,,,,,,
75521079,615,0.6,47,0,,14991682,1601,0,633,1,,,,,,,
77661932,592,0.6,22,0,,14994363,1601,0,983,1,,,,,,,
18495,2493,1,69,0,,30669530,1240,0.352201,13,1,,,,,,,
44240,2653,1,28,0,,42720109,1032,0.352201,2,1,,,,,,,
811435,2451,1,5,0,,43271083,1024,0,6,1,,,,,,,
1384204,2390,1,94,0,,49370755,947,0,3,1,,,,,,,
1826390,2992,1,8,0,,50681831,929,0.440217,1,1,,,,,,,
3963404,2186,1,9,0,,53954854,879,0,166,1,,,,,,,
7106649,1984,1,3,0,,56461225,847,0.497326,35,1,,,,,,,
30821053,1237,0.861111,6,0,,57016783,838,0.36478,25,1,,,,,,,
52655416,899,0.785714,2,0,,60261980,801,0.497326,2,1,,,,,,,
28488475,1307,0.8,37,0,,61178456,792,0.497326,21,1,,,,,,,
29371105,1295,0.75,6,0,,63154781,768,0.534392,5,1,,,,,,,
42986764,1102,0.75,6,0,,63514642,764,0.494681,1,1,,,,,,,
44862241,1203,0.75,1,0,,66771859,738,0.534392,1,1,,,,,,,
50857632,927,0.75,8,0,,70146293,680,0.454054,18,1,,,,,,,
52558891,902,0.75,3,0,,76830941,600,0.502646,10,1,,,,,,,
53186594,891,0.5,1,0,,76992885,598,0.5,1,1,,,,,,,
53351981,890,0.75,2,0,,80382654,563,0.007246,5,1,,,,,,,
30796026,1250,0.789474,123,0,,82995499,535,0.007246,549,1,,,,,,,
42433529,1131,0.789474,82,0,,83078126,1108,0,3,1,,,,,,,
55871900,854,0.8125,5,0,,86083349,498,0.454054,36,1,,,,,,,
78991674,578,0.777778,7,0,,86477042,494,0.007246,3,1,,,,,,,
80131442,566,0.777778,2,0,,87157658,487,0.228188,1,1,,,,,,,
85262459,506,0.789474,28,0,,90247417,456,0,5,1,,,,,,,
87774830,479,0.789474,2,0,,92281287,437,0.352201,4,1,,,,,,,
103007566,331,0.818182,8,0,,96022986,402,0.443243,16,1,,,,,,,
107245148,287,0.818182,23,0,,96805593,394,0.443243,1,1,,,,,,,
107381213,285,0.818182,7,0,,96811185,394,0.443243,1,1,,,,,,,
114891129,215,0.818182,4,0,,103670487,324,0.486631,49,1,,,,,,,
120729094,163,0.826087,2,0,,103787285,323,0,2,1,,,,,,,
34014078,1164,1,34,0,,103861391,322,0,136,1,,,,,,,
51113994,924,1,73,0,,111078535,249,0,36,1,,,,,,,
54965773,866,0.84,53,0,,111639324,244,0.099291,2,1,,,,,,,
79394069,574,0.928571,64,0,,111720420,243,0,99,1,,,,,,,
83465336,529,1,10,0,,113118145,231,0.214765,2,1,,,,,,,
83517879,529,1,12,0,,113565516,227,0,23,1,,,,,,,
83570722,527,0.944444,25,0,,118796758,180,0.007246,17,1,,,,,,,
84018498,522,1,23,0,,121743799,150,0.099291,6,1,,,,,,,
84107867,521,0.84,147,0,,131785873,71,0.021739,11,1,,,,,,,
84577229,514,1,11,0,,134162100,32,0.007246,81,1,,,,,,,
85710598,502,0.8,25,0,,49713945,942,0,11,1,,,,,,,
89906802,459,0.84,12,0,,129561131,78,0,4,1,,,,,,,
110913839,251,0.84,4,0,,133910865,35,0.083333,2,1,,,,,,,
13519999,1656,0.96,32,0,,26980249,1335,0,2,1,,,,,,,
14794706,1607,0.975,55,0,,32937520,1187,0,7,1,,,,,,,
14830337,1606,0.96,16,0,,43460808,1022,0,100,1,,,,,,,
14831723,1606,0.958333,12,0,,45920587,988,0,35,1,,,,,,,
15460022,1590,0.973684,22,0,,48916315,953,0,2,1,,,,,,,
16933447,1553,0.96,10,0,,67543611,712,0.5,5,1,,,,,,,
17030476,1550,0.96,18,0,,68847492,696,0,15,1,,,,,,,
17087467,1549,0.96,94,0,,105367348,306,0.5,44,1,,,,,,,
19802244,1484,0.973684,83,0,,118438483,184,0.5,3,1,,,,,,,
22678185,1406,0.96,3,0,,125568024,109,0.5,11,1,,,,,,,
26030957,1362,0.96,10,0,,17994574,1528,0,3,1,,,,,,,
27949287,1316,0.96,45,0,,18018973,1527,0,73,1,,,,,,,
30838720,1615,0.96,302,0,,18030638,1527,0,123,1,,,,,,,
30936224,1833,0.973684,267,0,,18048116,1527,0,118,1,,,,,,,
31105284,1375,0.975,16,0,,18055360,1304,0,29,1,,,,,,,
31112034,1624,0.975,377,0,,18103941,1525,0,7,1,,,,,,,
31284534,1225,0.975,219,0,,18121993,1208,0,266,1,,,,,,,
31299445,1224,0.97619,258,0,,18170885,1523,0,102,1,,,,,,,
31361355,1223,0.975,143,0,,18179752,1523,0,1331,1,,,,,,,
31406534,1535,0.975,232,0,,18211410,1523,0,17,1,,,,,,,
31514759,1220,0.96,3,0,,18235838,1522,0,21,1,,,,,,,
32063840,1642,0.232558,333,0,,18240900,1521,0,27,1,,,,,,,
32531529,1195,0.979592,22,0,,18275600,1521,0,80,1,,,,,,,
33043744,1388,0.975,93,0,,18282956,1521,0,17,1,,,,,,,
33130651,1182,0.981132,34,0,,18404142,1502,0,11,1,,,,,,,
35488765,1136,0.981132,23,0,,18567840,1373,0,3,1,,,,,,,
36276984,1159,0.981132,18,0,,19102123,1501,0,85,1,,,,,,,
37155855,1111,0.981132,55,0,,19166227,1500,0,68,1,,,,,,,
38769987,1087,0.96,5,0,,19186719,1329,0,96,1,,,,,,,
40482370,1062,0.973684,36,0,,19228343,1499,0,2,1,,,,,,,
40768648,1059,0.973684,74,0,,19263809,1498,0,50,1,,,,,,,
41461960,1048,0.975,71,0,,19585530,1287,0,37,1,,,,,,,
41743704,1045,0.979592,325,0,,19853758,1359,0,10,1,,,,,,,
42807744,1031,0.973684,37,0,,19979816,1480,0,26,1,,,,,,,
43407973,1023,0.981132,36,0,,20194106,1474,0,311,1,,,,,,,
43643740,1019,0.981132,56,0,,20236586,1474,0,61,1,,,,,,,
45117499,999,0.981132,123,0,,20319779,1472,0,107,1,,,,,,,
45583206,992,0.975,75,0,,20605875,1372,0,22,1,,,,,,,
45952605,1686,0.297872,286,0,,20634139,1369,0,1314,1,,,,,,,
45981282,987,0.973684,6,0,,20649709,1356,0,55,1,,,,,,,
47534303,970,0.981132,4,0,,20934529,1457,0,65,1,,,,,,,
48500215,1236,0.981132,21,0,,21305555,1447,0,35,1,,,,,,,
48558478,957,0.975,114,0,,21535255,1440,0,6,1,,,,,,,
48676444,956,0.981132,3,0,,21702849,1437,0,208,1,,,,,,,
48813325,954,0.975,26,0,,22101492,1397,0,248,1,,,,,,,
49213034,949,0.975,36,0,,22130076,1425,0,5,1,,,,,,,
49434511,946,0.981132,8,0,,22148015,1305,0,79,1,,,,,,,
50057563,938,0.975,37,0,,22150399,1423,0,39,1,,,,,,,
50245650,935,0.973684,13,0,,22411508,1411,0,22,1,,,,,,,
50616968,930,0.973684,173,0,,22497780,1409,0,34,1,,,,,,,
50736076,928,0.981132,1,0,,22686020,1404,0,3,1,,,,,,,
50968357,926,0.981132,55,0,,24124166,1286,0,89,1,,,,,,,
51394095,920,0.981132,2,0,,24169920,1385,0,183,1,,,,,,,
51441209,919,0.973684,31,0,,24966330,1362,0,19,1,,,,,,,
51682350,916,0.981132,51,0,,25011266,1360,0,48,1,,,,,,,
52267067,908,0.97619,44,0,,25049609,1368,0,8,1,,,,,,,
52582031,901,0.981132,4,0,,25833431,1367,0,19,1,,,,,,,
53644609,884,0.981132,13,0,,25895707,1352,0,320,1,,,,,,,
53867208,881,0.979592,2,0,,25975803,1354,0,37,1,,,,,,,
53869906,881,0.981132,2,0,,25981914,1353,0,82,1,,,,,,,
54040014,878,0.973684,46,0,,26034809,1352,0,23,1,,,,,,,
54210397,876,0.97619,217,0,,26041462,1350,0,27,1,,,,,,,
54583842,871,0.981132,141,0,,26236192,1342,0,26,1,,,,,,,
54590427,871,0.973684,24,0,,26263667,1341,0,37,1,,,,,,,
54602861,871,0.981132,2,0,,26393231,1339,0,22,1,,,,,,,
54696008,869,0.975,65,0,,26997666,1335,0,154,1,,,,,,,
54727424,869,0.973684,87,0,,27347033,1345,0,16,1,,,,,,,
54763393,869,0.975,22,0,,27422037,1250,0,15,1,,,,,,,
54764368,869,0.981132,12,0,,27698026,1320,0,13,1,,,,,,,
54903777,867,0.975,128,0,,27876958,1349,0,9,1,,,,,,,
55420722,860,0.973684,68,0,,27986607,1409,0,305,1,,,,,,,
56202845,849,0.981132,11,0,,28003153,1314,0,2,1,,,,,,,
56395574,845,0.975,177,0,,28043243,1313,0,5,1,,,,,,,
56520316,1431,0.973684,280,0,,28290773,1309,0,24,1,,,,,,,
56708819,841,0.981132,9,0,,28565599,1301,0,19,1,,,,,,,
56804231,840,0.981481,17,0,,28664829,1298,0,4,1,,,,,,,
57295931,835,0.981132,7,0,,28665592,1298,0,38,1,,,,,,,
58091372,827,0.973684,11,0,,28678714,1297,0,10,1,,,,,,,
58271745,846,0.975,28,0,,28777441,1307,0,54,1,,,,,,,
58703180,820,0.981481,12,0,,28915199,1292,0,14,1,,,,,,,
59174134,815,0.975,227,0,,28956178,1291,0,2,1,,,,,,,
59460333,967,0.981132,9,0,,28968247,1329,0,263,1,,,,,,,
59873931,807,0.973684,54,0,,28974474,1290,0,43,1,,,,,,,
60112042,804,0.975,116,0,,29048491,1286,0,5,1,,,,,,,
62296563,779,0.973684,686,0,,29089544,1285,0,169,1,,,,,,,
62312082,779,0.973684,6,0,,29125005,1287,0,15,1,,,,,,,
62424300,777,0.973684,85,0,,29135653,1283,0,8,1,,,,,,,
63180796,768,0.975,33,0,,29154559,1290,0,44,1,,,,,,,
64339390,754,0.973684,4,0,,29168006,1278,0,8,1,,,,,,,
64866589,747,0.973684,299,0,,29170668,1362,0,22,1,,,,,,,
65784967,735,0.973684,79,0,,29368680,1282,0,39,1,,,,,,,
66821846,722,0.975,37,0,,29622170,1274,0,10,1,,,,,,,
66991906,719,0.973684,21,0,,29668662,1283,0,99,1,,,,,,,
70995399,669,0.975,62,0,,29747789,1270,0,59,1,,,,,,,
72423588,652,0.973684,12,0,,29826741,1267,0,8,1,,,,,,,
72507940,651,0.975,3,0,,29962559,1230,0,6,1,,,,,,,
72716471,648,0.975,90,0,,29974755,1263,0,102,1,,,,,,,
72946769,646,0.975,71,0,,30057942,1260,0,6,1,,,,,,,
73679955,636,0.975,324,0,,30066993,1277,0,4,1,,,,,,,
75737509,613,0.973684,4,0,,30140636,1258,0,2,1,,,,,,,
75796464,613,0.973684,10,0,,30186761,1206,0,2,1,,,,,,,
76004949,611,0.973684,2,0,,30464144,1246,0,13,1,,,,,,,
