full_name,repo_id,All,70%,90%,30%
sofax/metrics,65800722,Hard,Social,Social,Social
Terracotta-OSS/metrics,69692019,Social,Social,Social,Social
immidi/react-native,64231233,Social,Social,Social,Social
koo-taejin/pinpoint,29127390,Social,Social,Social,Social
skidder/flink,68302256,Social,Social,Social,Social
IstvanM/metrics,92841163,Hard,Social,Social,Social
SKingNight/pinpoint,89679036,Hard,Social,Social,Social
apirom9/metrics,217330807,Social,Social,Social,Social
Aaron1011/Glowstone,23806150,Social,Social,Social,Social
Fokko/metrics,144768915,Hard,Social,Social,Social
jithinchandranj/zeppelin,111683432,Hard,Social,Social,Social
kclowes/react-native,60862178,Social,Social,Social,Social
jnosek/java-client,63816979,Hard,Hard,Hard,Hard
int-00h/java-client,68820993,Hard,Hard,Hard,Hard
spoon-bot/RxJava,45402316,Hard,Social,Social,Social
doctorcareanywhere/java-client,75196225,Hard,Hard,Hard,Hard
MiguelGonzalez/java-client,81553617,Hard,Hard,Hard,Hard
snyk-community/react-native,81075144,Social,Social,Social,Social
Wolves1/java-client,85682525,Hard,Hard,Hard,Hard
nicknabdullah/java-client,98168997,Hard,Hard,Hard,Hard
skillz/react-native,40198028,Hard,Social,Social,Social
fmencias/signalr-java-client,114378809,Hard,Hard,Hard,Hard
kasimtan/react-native,60301342,Social,Social,Social,Social
signalr4j/signalr4j,115441198,Hard,Hard,Hard,Hard
OLibutzki/openhab2-addons,67440725,Social,Social,Social,Social
Transitime/core,18082434,Parent,Parent,Parent,Parent
andyspan/pinpoint,80890847,Hard,Social,Social,Social
boc-tothefuture/openhab2-addons,92609806,Hard,Hard,Hard,Social
kurtraschke/transitime,35783337,Social,Social,Social,Social
mebigfatguy/scribe-java,15439881,Hard,Social,Social,Social
th317erd/react-native,81148772,Social,Social,Social,Social
pacior/core,87928325,Hard,Social,Hard,Social
TheTransitClock/transitime,31782022,Hard,Hard,Hard,Hard
vsperez/transitime,137935327,Hard,Social,Social,Social
havefive/react-native,50590768,Hard,Social,Social,Social
MaTriXy/iosched,101089623,Hard,Social,Social,Social
XuQianJin-Stars/flink,179672734,Social,Social,Social,Social
tjohns/iosched,18353958,Social,Social,Social,Social
kevinresol/react-native,78824657,Hard,Social,Social,Social
ardock/iosched,24579837,Social,Social,Social,Social
misaku/react-native,166115358,Hard,Social,Social,Social
get-wrecked/react-native,127797773,Hard,Social,Social,Social
keyboardr/ExoPlayer,101129869,Hard,Social,Social,Social
f-sander/flink,47549823,Social,Social,Social,Social
9037568/smarthome,51562591,Social,Social,Social,Social
cribskip/openhab2-addons,151943062,Social,Social,Social,Social
Ashok-Varma/iosched,30004971,Hard,Social,Social,Social
gahlawathome/openhab2-addons,105185271,Hard,Social,Social,Social
Rahulkishanm/react-native,176671216,Hard,Social,Social,Social
capriza/react-native,103389575,Hard,Social,Social,Social
javaBin/AndroiditoJZ,45669054,Parent,Parent,Parent,Parent
mehmandarov/AndroiditoJZ,67574712,Social,Social,Social,Social
LeonChen1024/cameraview,160307479,Hard,Social,Social,Social
aamol/Hygieia,179258060,Social,Social,Social,Social
jkdf2/react-native,94585067,Social,Social,Social,Social
elyalvarado/react-native,131644350,Social,Social,Social,Social
BluePadge/iosched,44425175,Social,Social,Social,Social
firatkarababa/iosched,144609956,Hard,Social,Social,Social
fson/react-native,97954121,Social,Social,Social,Social
NikolaBorislavovHristov/react-native,122614566,Social,Social,Social,Social
maartenschumacher/react-native,60408838,Hard,Social,Social,Social
teichsta/openhab2,28911093,Social,Social,Social,Social
yaise/phoenix,20702758,Social,Social,Social,Social
jaychsu/react-native,72548015,Social,Social,Social,Social
simpletasks/spring,183825923,Hard,Social,Social,Social
julianhyde/phoenix,26825959,Social,Social,Social,Social
apache/phoenix,20473418,Parent,Parent,Parent,Parent
alloy/react-native,52366440,Social,Social,Social,Social
bloomberg/phoenix,64692842,Hard,Social,Social,Social
tzolkincz/phoenix,21042287,Social,Social,Social,Social
snowch/zeppelin,71133808,Social,Social,Social,Social
mravi/phoenix-1,37030374,Social,Social,Social,Social
GaoStudio/react-native,101868365,Hard,Social,Social,Social
twdsilva/phoenix,28112898,Social,Social,Social,Social
Gauravshah/zeppelin,110335909,Social,Social,Social,Social
codymarcel/phoenix,33950386,Social,Social,Social,Social
CiudadFutura/collect,92337399,Hard,Social,Social,Social
FileTrek/phoenix,166264519,Social,Social,Social,Social
kmagiera/react-native,46790775,Hard,Social,Social,Social
AyolaJayamaha/phoenix,38446039,Social,Social,Social,Social
N3FS/Essentials,66390740,Hard,Social,Social,Social
yanlinw/phoenix,35456719,Hard,Social,Social,Social
yin-bp/pinpoint,212338221,Social,Social,Social,Social
chiastic-security/phoenix-for-cloudera,42447088,Hard,Social,Social,Social
emaccheese/react-native,76697640,Social,Social,Social,Social
growingio/phoenix,42428775,Social,Social,Social,Social
ss77892/phoenix,52073237,Social,Social,Social,Social
berndhopp/guice,46979158,Hard,Hard,Hard,Hard
comnetwork/phoenix,244261816,Social,Social,Social,Social
prakul/phoenix,59547310,Hard,Social,Social,Social
SsnL/phoenix,62478790,Social,Social,Social,Social
trebla64/collect,174362179,Social,Social,Social,Social
faifai21/react-native,99852094,Social,Social,Social,Social
xiaopeng-liao/phoenix,65826792,Hard,Social,Social,Social
wwjiang007/phoenix,150208932,Hard,Social,Social,Social
mjagdis/openhab2-addons,86806383,Social,Social,Social,Social
ohadshacham/phoenix,81329322,Social,Social,Social,Social
benthewhite/react-native,65681750,Social,Social,Social,Social
ChinmaySKulkarni/phoenix,90203036,Social,Social,Social,Social
ivmarkov/react-native,80029210,Hard,Social,Social,Social
CallFire/phoenix,118457773,Hard,Social,Social,Social
pu239ppy/phoenix,120981203,Hard,Social,Social,Social
pauxus/openhab2-addons,114882813,Social,Social,Social,Social
davidfekke/react-native,76297677,Hard,Social,Social,Social
cameronmoreau/react-native,79683081,Hard,Social,Social,Social
gmuraleekrishna/react-native,65663737,Social,Social,Social,Social
dbwong/phoenix,165748725,Social,Social,Social,Social
samuelgruetter/RxJava,12638535,Hard,Social,Social,Social
yanxinyi/phoenix,166624269,Social,Social,Social,Social
martinbonnin/ExoPlayer,21281938,Hard,Social,Social,Social
hyonzin/zeppelin,113350797,Social,Social,Social,Social
fougere-mike/ExoPlayer,38064376,Hard,Social,Social,Social
zsxwing/RxJava,12863876,Hard,Social,Social,Social
ened/ExoPlayer,28321542,Hard,Hard,Hard,Social
joerg84/flink,78628303,Hard,Social,Social,Social
dogenzaka/ExoPlayer,37798870,Hard,Social,Social,Social
retyui/react-native,244756130,Social,Social,Social,Social
facebook/react-native,29028775,Parent,Parent,Parent,Parent
pakerfeldt/ExoPlayer,35535867,Hard,Social,Social,Social
viki-org/ExoPlayer,52324636,Hard,Social,Social,Social
Mimerme/Glowstone,113267680,Hard,Social,Social,Social
MaTriXy/ExoPlayer,114864794,Hard,Social,Social,Social
yuanyangwu/flink,159167040,Hard,Social,Social,Social
ClubCom/AndroidExoPlayer,35166536,Hard,Hard,Hard,Social
vctender/openhab2-addons,145293539,Hard,Social,Social,Social
b95505017/ExoPlayer,41245912,Hard,Social,Social,Social
jvanderwee/ExoPlayer,58449941,Hard,Hard,Hard,Social
pittenga/ExoPlayer,47792945,Hard,Hard,Hard,Social
quyixia/react-native,34576477,Hard,Social,Social,Social
ckarthickit/ExoPlayer,61691135,Hard,Hard,Hard,Social
danielgomezrico/ExoPlayer,61838451,Hard,Hard,Hard,Social
doochik/react-native,42124755,Social,Social,Social,Social
brightcove/ExoPlayer,62909191,Hard,Hard,Hard,Social
natez0r/ExoPlayer,21257459,Hard,Hard,Hard,Social
yhd4711499/ExoPlayer,64520190,Hard,Hard,Hard,Social
GoranNSW/ExoPlayer,68815155,Hard,Social,Social,Social
doniyor2109/react-native,166053920,Social,Social,Social,Social
justice077/ExoPlayer,71218849,Hard,Social,Social,Social
HerzScheisse/openhab2-addons,222326757,Social,Social,Social,Social
kevleyski/ExoPlayer,71256781,Hard,Hard,Hard,Social
HKMOpen/ExoPlayer,71453887,Hard,Social,Social,Social
bitchelov/zeppelin,81104473,Social,Social,Social,Social
tornado12345/ExoPlayer,73091380,Hard,Social,Social,Social
MayerRoman/flink,73461535,Social,Social,Social,Social
remcomokveld/ExoPlayer,73809500,Hard,Social,Social,Social
lamber-ken/flink,201230677,Social,Social,Social,Social
anup1245/ExoPlayer,78870134,Hard,Social,Social,Social
supercairos/ExoPlayer,76610509,Hard,Social,Social,Social
dcbriccetti/collect,82605151,Social,Social,Social,Social
leo-lp/ExoPlayer,89999610,Hard,Social,Social,Social
levsero/react-native,97043508,Social,Social,Social,Social
abliss/RxJava,8790514,Hard,Social,Social,Social
tprochazka/ExoPlayer,80194413,Hard,Social,Social,Social
monkey-who/ExoPlayer,84513140,Social,Social,Social,Social
BrightcovePS/ExoPlayer,84867142,Hard,Social,Social,Social
mkaflowski/ExoPlayer,130704507,Hard,Social,Social,Social
kavinkumarks/zeppelin,64747392,Social,Social,Social,Social
AOrobator/ExoPlayer,90158731,Hard,Social,Social,Social
lanbaby/flink,160785116,Hard,Social,Social,Social
DolbyLaboratories/ExoPlayer,97795471,Hard,Social,Social,Social
George5814/flink,50634786,Hard,Social,Social,Social
BrightcoveOS/ExoPlayer,44826918,Social,Social,Social,Social
hishamMuneer/ExoPlayer,101463178,Hard,Social,Social,Social
yihanseattle/react-native,85604792,Social,Social,Social,Social
rplankenhorn/react-native,130391551,Social,Social,Social,Social
binDongKim/pinpoint,151054734,Social,Social,Social,Social
Khang-NT/ExoPlayer,134374171,Social,Social,Social,Social
wangpeibin713/flink,132831981,Hard,Social,Social,Social
lacker/react-native,81272435,Social,Social,Social,Social
PhenixRTS/ExoPlayer,120670109,Hard,Social,Social,Social
tamzi/ExoPlayer,122804110,Hard,Social,Social,Social
dfbarone/ExoPlayer,140731768,Hard,Social,Social,Social
M-i-k-e-l/react-native,186770034,Hard,Social,Social,Social
szaboa/ExoPlayer,140973222,Social,Social,Social,Social
Chimerapps/ExoPlayer,245393746,Social,Social,Social,Social
jcurtis/react-native,120840133,Social,Social,Social,Social
ozberkctn/react-native,186771379,Hard,Social,Social,Social
Tolriq/ExoPlayer,150643113,Hard,Social,Social,Social
nevir/react-native,42958203,Hard,Social,Social,Social
gitim/react-native,60106686,Hard,Social,Social,Social
techblue/pinpoint,254860966,Social,Social,Social,Social
beast-incarnate/collect,89051766,Hard,Social,Social,Social
Zycon42/ExoPlayer,158248355,Hard,Social,Social,Social
AleksanderMielczarek/ExoPlayer,159144822,Hard,Social,Social,Social
JuL1205/ExoPlayer,162957578,Hard,Social,Social,Social
autismbug92/cameraview,113799201,Hard,Hard,Hard,Hard
benjchristensen/RxJava,7545816,Social,Social,Social,Social
DaveAdams88/react-native,74566094,Social,Social,Social,Social
johngmyers/RxJava,8720756,Hard,Social,Social,Social
linsui/Flym,149844816,Hard,Social,Social,Social
jmhofer/RxJava,9011924,Hard,Social,Social,Social
rajeshct/cameraview,80055496,Hard,Social,Social,Social
zhouzhou19950825/reactor-core,139811301,Hard,Social,Social,Social
Applied-Duality/RxJava,21892027,Hard,Social,Social,Social
mueller-ma/openhab2-addons,223619709,Social,Social,Social,Social
abersnaze/RxJava,7616124,Hard,Social,Social,Social
s20307/line-bot-sdk-java,126674109,Hard,Social,Social,Social
ugur-zongur/RxJava,15001109,Hard,Social,Social,Social
caosuwenwu/flink,163079635,Hard,Social,Social,Social
khernyo/RxJava,15024085,Hard,Social,Social,Social
davidmoten/RxJava,23173070,Hard,Hard,Hard,Social
jnlopar/RxJava,141616097,Social,Social,Social,Social
DukeNukem1990/react-native,93565225,Social,Social,Social,Social
stevegury/RxJava,36400475,Hard,Social,Social,Social
hzsweers/RxJava,50802152,Hard,Hard,Hard,Social
gnalbandian/openhab2-addons,65853749,Social,Social,Social,Social
passsy/RxJava,55318247,Hard,Social,Social,Social
maxiee/react-native,174487573,Social,Social,Social,Social
PaulWoitaschek/RxJava,65378738,Hard,Social,Social,Social
TimvdLippe/RxJava,69554307,Hard,Social,Social,Social
gaemi/RxJava,77673006,Hard,Hard,Hard,Social
jstheoriginal/react-native,93643671,Social,Social,Social,Social
jschneider/RxJava,80759692,Social,Social,Social,Social
mojodna/react-native,94929445,Social,Social,Social,Social
alexandre-dubois/RxJava,82225499,Hard,Social,Social,Social
mithunsasidharan/RxJava,84064165,Hard,Social,Social,Social
criteo-forks/flink,112307124,Social,Social,Social,Social
ggikko/RxJava,86224044,Hard,Social,Social,Social
nmorioka/RxJava,85047041,Social,Social,Social,Social
GulajavaMinistudio/RxJava,85487216,Hard,Hard,Hard,Hard
dequis/Glowstone,23910791,Social,Social,Social,Social
chummyhe89/flink,89621031,Social,Social,Social,Social
jimmikaelkael/Glowstone,24455812,Social,Social,Social,Social
get-set/reactor-core,117033389,Social,Social,Social,Social
PickNChew/Glowstone,67140955,Hard,Social,Social,Social
fibbers/react-native,64474129,Social,Social,Social,Social
AndreySK4/SequinLand-Glowstone,83677031,Hard,Hard,Hard,Hard
knaufk/flink,55224362,Social,Social,Social,Social
VaiTon/Glowstone,139129320,Social,Social,Social,Social
johnnywoof/DragonProxy,133891943,Hard,Hard,Hard,Hard
satoshinm/Glowstone,89871507,Social,Social,Social,Social
tabrindle/react-native,93865234,Social,Social,Social,Social
vjeux/react-native,33162154,Social,Social,Social,Social
FlorentClarret/Glowstone,126676282,Social,Social,Social,Social
Foorack/Glowstone,101560210,Social,Social,Social,Social
skellock/react-native,52009915,Social,Social,Social,Social
Yisas/Glowstone,120682053,Social,Social,Social,Social
dalcib/react-native,156656167,Social,Social,Social,Social
Glowminers/Glowstone,118153340,Hard,Social,Social,Social
Peilin-Yang/zeppelin,66301256,Social,Social,Social,Social
wwjiang007/zeppelin,72805286,Hard,Social,Social,Social
aki-ks/Glowstone,138929172,Social,Social,Social,Social
ArmenApresyan8/collect,122110999,Social,Social,Social,Social
astei/Glowstone,151179247,Social,Social,Social,Social
alexruperez/react-native,170514380,Hard,Social,Social,Social
FredJul/Flym,9619510,Parent,Parent,Parent,Parent
Etuldan/spaRSS,34865475,Hard,Hard,Hard,Social
Urban82/spaRSS,43554372,Social,Social,Social,Social
yanus171/Flym,55917939,Hard,Hard,Hard,Hard
pedramsaleh/react-native,54173180,Social,Social,Social,Social
lts123124/Flym,78751604,Hard,Social,Social,Social
viktorrudometkin/Flym,89293790,Hard,Social,Social,Social
ahmaabdo/ReadifyRSS,101205927,Hard,Hard,Hard,Hard
vivekkiran/react-native,117778520,Hard,Social,Social,Social
tico-tico/Flym,126011390,Social,Social,Social,Social
mtnsat/Hygieia,136053129,Hard,Social,Social,Social
fishmwei/react-native,110983418,Social,Social,Social,Social
zysjimmy/Line-chatbot-for-COMP3111,108640337,Hard,Hard,Hard,Hard
zhuzhurk/flink,160664766,Social,Social,Social,Social
JulianFeinauer/spring,175788281,Hard,Social,Social,Social
alex3d/ExoPlayer,47128316,Hard,Social,Social,Social
dogmaphobic/openhab2-addons,173497347,Social,Social,Social,Social
Trov/cameraview,74039137,Social,Social,Social,Social
ButterflyTV/ExoPlayer-with-RTMP-and-FLV-seek,49568276,Hard,Hard,Hard,Social
popovsh6/react-native,42705997,Hard,Social,Social,Social
sr093906/Flym,174676496,Hard,Social,Social,Social
bbc/ExoPlayer,51377300,Hard,Social,Social,Social
kaltura/ExoPlayer,51499897,Hard,Hard,Hard,Social
onaio/collect,42706494,Hard,Social,Social,Social
mehradn7/react-native,184085923,Hard,Social,Social,Social
oasp/oasp4j,20517345,Parent,Parent,Parent,Parent
drhill/ExoPlayer,56719378,Hard,Social,Social,Social
tillrohrmann/flink,20681108,Social,Social,Social,Social
oasp-forge/oasp4j-spring-boot,46976086,Hard,Social,Social,Social
jczas/oasp4j,33933394,Hard,Social,Social,Social
Ludger-Overbeck/oasp4j,53584832,Hard,Social,Social,Social
stigi/react-native,162584396,Social,Social,Social,Social
sroeger/oasp4j,59480665,Hard,Social,Social,Social
mlog-engineer/zeppelin,127377698,Hard,Social,Social,Social
bozzmob/react-native,45792261,Hard,Social,Social,Social
meisterfuu/openhab2-addons,88215793,Hard,Social,Social,Social
AbhayChandel/oasp4j,90958862,Social,Social,Social,Social
tvalentius/react-native,73049354,Hard,Hard,Hard,Social
uce/flink,20699435,Social,Social,Social,Social
scisci/react-native,129639100,Social,Social,Social,Social
vasia/flink,20796928,Social,Social,Social,Social
vasia/flink,20796928,Social,Social,Social,Social
vasia/flink,20796928,Social,Social,Social,Social
vasia/flink,20796928,Social,Social,Social,Social
rome753/plaid,104970685,Social,Social,Social,Social
dushaobindoudou/react-native,81806565,Hard,Social,Social,Social
imdone/react-native,116747399,Social,Social,Social,Social
alertsense/FloatingActionButton,71568308,Hard,Social,Social,Social
atsikiridis/incubator-flink,20973837,Social,Social,Social,Social
Wire82/openhab2-addons,107791979,Hard,Social,Social,Social
yozik04/openhab2-addons,173357188,Hard,Social,Social,Social
mbalassi/incubator-flink,23103516,Social,Social,Social,Social
shakyShane/react-native,108980582,Social,Social,Social,Social
dukechain/incubator-flink,25151239,Social,Social,Social,Social
pavel-gololobov/openhab2-addons,176949227,Social,Social,Social,Social
hsaputra/flink,87852746,Social,Social,Social,Social
roya3000/react-native,99844260,Hard,Social,Social,Social
fhueske/flink,22737163,Social,Social,Social,Social
mjsax/flink,28905963,Social,Social,Social,Social
rmetzger/flink,20618957,Social,Social,Social,Social
kouwei/react-native,89200734,Hard,Social,Social,Social
matadorhong/flink,29374263,Social,Social,Social,Social
senorcarbone/flink,23874256,Hard,Social,Social,Social
mherwege/openhab2-addons,116282615,Social,Social,Social,Social
lior-amar/flink,80779558,Social,Social,Social,Social
chiwanpark/flink,26487725,Social,Social,Social,Social
PaulMest/react-native,76436654,Hard,Social,Social,Social
andralungu/flink,30769949,Social,Social,Social,Social
vbier/openhab2-addons,70514010,Hard,Social,Social,Social
