full_name,repo_id,All,70%,90%,30%
Roy-Lu/hp-application-automation-tools-plugin,64823168,Hard,Hard,Hard,Hard
pavelchuchma/hp-application-automation-tools-plugin,65828957,Hard,Hard,Hard,Hard
adkenyon/react-native,185682784,Social,Social,Social,Social
HPSoftware/hpaa-octane-dev,92295344,Hard,Hard,Hard,Hard
cijung/pinpoint,37170715,Social,Social,Social,Social
brentvatne/react-native,96579291,Social,Social,Social,Social
m-seldin/hpaa-octane-dev,135987980,Hard,Social,Social,Social
gullerya/hpaa-octane-dev,94340705,Hard,Social,Social,Social
InnerPeace080/react-native,46466607,Hard,Social,Social,Social
magullo/jmxtrans,22598645,Hard,Social,Social,Social
FabinPaul/cameraview,85661992,Hard,Social,Social,Social
obazoud/jmxtrans,11146922,Hard,Social,Social,Social
punitda/RxJava,146161242,Social,Social,Social,Social
emeroad/pinpoint,29115203,Social,Social,Social,Social
gvarandas/react-native,150591097,Social,Social,Social,Social
airbnb/jmxtrans,23892658,Hard,Social,Social,Social
planbnet/openhab2-addons,56748281,Hard,Social,Social,Social
crysmi/jmxtrans,28800092,Hard,Social,Social,Social
YouKim/ExoPlayer,86652785,Hard,Social,Social,Social
keedio/jmxtrans,34010107,Hard,Social,Social,Social
arjanmels/openhab2-addons,154939094,Social,Social,Social,Social
abcops/jmxtrans,34454323,Hard,Social,Social,Social
MHudak/Hygieia,86833668,Hard,Social,Social,Social
chumaitoe/jmxtrans,45879462,Hard,Social,Social,Social
kulcsartibor/jmxtrans,57414214,Social,Social,Social,Social
zepouet/jmxtrans,74616613,Hard,Social,Social,Social
keybase/react-native,45408375,Social,Social,Social,Social
vjyavj/jmxtrans,86564386,Hard,Social,Social,Social
jaanai0/phoenix,149745639,Hard,Social,Social,Social
dustturtle/react-native,62679614,Hard,Social,Social,Social
grolfcry/jmxtrans,107413401,Social,Social,Social,Social
dabit3/react-native,52118377,Social,Social,Social,Social
fossabot/jmxtrans,112317707,Hard,Social,Social,Social
kipwoker/jmxtrans,113054710,Hard,Social,Social,Social
MOMOTHEREAL/Glowstone,48042979,Social,Social,Social,Social
scribejava/scribejava,889932,Parent,Parent,Parent,Parent
magnuslarsen/jmxtrans,163277901,Hard,Social,Social,Social
faircoin/faircoin-android-wallet,85850343,Social,Social,Social,Social
square/android-times-square,7923123,Parent,Parent,Parent,Parent
doubleencore/android-times-square,12936000,Hard,Social,Social,Social
mibang-inc/android-times-square,14853410,Hard,Hard,Hard,Hard
hatharry/ExoPlayer,118561943,Social,Social,Social,Social
Banno/android-times-square,22887775,Hard,Hard,Hard,Hard
desertblade/Hygieia,66672064,Hard,Social,Social,Social
niqo01/android-times-square,68744202,Hard,Social,Social,Social
georgeerhan/openhab2-addons,82181735,Hard,Social,Social,Social
albertovecina/android-times-square,78520090,Social,Social,Social,Social
StevenXL/react-native,65625206,Social,Social,Social,Social
konciergeMD/accolade-calendar-android,102655701,Hard,Social,Social,Social
tony810430/flink,73358257,Social,Social,Social,Social
juniarta/android-times-square,113306273,Hard,Hard,Hard,Hard
bkerler/jadx,19601524,Hard,Social,Social,Social
NeoSpb/jadx,22886853,Social,Social,Social,Social
qivicon/smarthome,17598413,Social,Social,Social,Social
jpstotz/jadx,19100269,Social,Social,Social,Social
nltran/flink,32025908,Hard,Social,Social,Social
ekapujiw2002/jadx,63759144,Hard,Social,Social,Social
freak3dot/openhab2-addons,164878114,Hard,Social,Social,Social
DiffBlue-benchmarks/flink,126333201,Hard,Social,Social,Social
stirante/jadx,73568661,Hard,Social,Social,Social
Philio/PagerSlidingTabStrip,26272458,Hard,Social,Social,Social
M1kep/jadx,75424192,Social,Social,Social,Social
szewczykus/smarthome,128819850,Hard,Social,Social,Social
prife/jadx,93833880,Hard,Social,Social,Social
shangjia/jadx,45437029,Hard,Social,Social,Social
AjaxXu/flink,175530481,Hard,Social,Social,Social
asmblur/jadx,147288158,Hard,Social,Social,Social
michalchudziak/react-native,170157446,Social,Social,Social,Social
liu12151407/jadx,144660870,Hard,Social,Social,Social
herdani/react-native,77905283,Social,Social,Social,Social
astuetz/PagerSlidingTabStrip,9705586,Parent,Parent,Parent,Parent
doraemon0011/Hygieia,86861078,Hard,Social,Social,Social
twotoasters/PagerSlidingTabStrip,10342759,Hard,Hard,Hard,Hard
lakshyagupta21/collect,83434279,Social,Social,Social,Social
wegtam/zeppelin,110941544,Social,Social,Social,Social
jpardogo/PagerSlidingTabStrip,25520515,Hard,Hard,Hard,Hard
jdiazgon/oasp4j,142405394,Hard,Social,Social,Social
ignacioola/react-native,155602449,Social,Social,Social,Social
netcosports/PagerSlidingTabStrip,23695490,Hard,Hard,Hard,Hard
Flutterbee/PagerSlidingTabStrip,28806167,Hard,Hard,Hard,Hard
dryganets/react-native,98923297,Social,Social,Social,Social
flyfly121/PagerSlidingTabStrip,41501489,Hard,Hard,Hard,Hard
SaumiaSinghal/collect,132655178,Social,Social,Social,Social
carles-mallafre/PagerSlidingTabStrip,74079940,Hard,Hard,Hard,Hard
martinvw/openhab2-addons,52472747,Social,Social,Social,Social
octo-technology/sonar-objective-c,4723952,Parent,Parent,Parent,Parent
google/iosched,18347476,Parent,Parent,Parent,Parent
Backelite/sonar-objective-c,28748010,Hard,Hard,Hard,Hard
knoobie/guice,137935474,Social,Social,Social,Social
karth295/zeppelin,118395982,Hard,Social,Social,Social
mirkoluchi/sonar-objective-c,68380457,Hard,Social,Social,Social
GiovannaTheo/smarthome,123121254,Social,Social,Social,Social
johnbaker/sonar-objective-c,96439840,Social,Social,Social,Social
bondparkerbond/react-native,178279130,Hard,Social,Social,Social
helfer/react-native,81487907,Social,Social,Social,Social
pmwheatley/sonar-objective-c,74134782,Social,Social,Social,Social
yge45/spring-batch,127274473,Social,Social,Social,Social
Booma-Baskaran/Hygieia,132132122,Hard,Social,Social,Social
suculent/sonar-objective-c,105763445,Hard,Social,Social,Social
trilogy-group/sonar-objective-c,141564931,Hard,Social,Social,Social
VibroAxe/openhab2-evohome,167160068,Hard,Hard,Hard,h
nickbutcher/plaid,45261969,Parent,Parent,Parent,Parent
roblabla/BungeeCord,8409988,Hard,Social,Social,Social
mjmasn/react-native,152242431,Social,Social,Social,Social
LegionServers/BungeeCord,10051105,Social,Social,Social,Social
hcherndon/BungeeCord,17741263,Hard,Social,Social,Social
bitbythecron/metrics,109375731,Social,Social,Social,Social
SpigotMC/BungeeCord,6084210,Parent,Parent,Parent,Parent
Xento/openhab2-addons,68479834,Hard,Hard,Hard,Hard
Apsaliya/RxJava,125742115,Hard,Social,Social,Social
yawkat/BungeeCord,16895947,Social,Social,Social,Social
prplz/BungeeCord,70482782,Social,Social,Social,Social
BlueAnanas/BungeeCord,16339763,Social,Social,Social,Social
viacoin/viacoinj,117127879,Hard,Social,Social,Social
Unlimitedworld/BungeeCord,24303889,Hard,Social,Social,Social
KyleAMathews/react-native,81625509,Hard,Social,Social,Social
ericvicenti/react-native,84057145,Hard,Social,Social,Social
zreed/BungeeCord,60325689,Social,Social,Social,Social
tomakehurst/metrics,9357882,Social,Social,Social,Social
Foorack/BungeeCord,144410321,Social,Social,Social,Social
remelpugh/iosched,44341920,Hard,Hard,Hard,Hard
kitskub/Glowstone,15792313,Social,Social,Social,Social
dentmaged/BungeeCord,42403803,Hard,Social,Social,Social
krillr/BungeeCord,32939324,Hard,Social,Social,Social
cyt9981/Line-chatbot-for-COMP3111,104323421,Hard,Social,Social,Social
KookykraftMC/BungeeCord,101576491,Hard,Social,Social,Social
mgaido91/zeppelin,108888904,Social,Social,Social,Social
Dimatert9/BungeeCord,79639962,Hard,Hard,Hard,Hard
Sbrenthughes/Hygieia,101321853,Social,Social,Social,Social
Black-Hole/BungeeCord,51777681,Social,Social,Social,Social
clankstar/BungeeCord,52865783,Hard,Social,Social,Social
pe-st/metrics,157823752,Hard,Social,Social,Social
hexagonmc/BungeeCord,52991979,Hard,Hard,Hard,Hard
WolverinDEV/BungeeCord,69866365,Hard,Social,Social,Social
caoli5288/bungee,67705406,Hard,Social,Social,Social
1bytee/BungeeCord,84608966,Hard,Social,Social,Social
SimplyRin/BungeeCord,216528271,Hard,Social,Social,Social
Dawn-MC/BungeeCord,89964319,Hard,Social,Social,Social
Stonebound/BungeeCord,91631947,Hard,Social,Social,Social
smessie/BungeeCord,93017564,Hard,Social,Social,Social
cooperka/collect,152442385,Social,Social,Social,Social
sgdc3/BungeeCord,93642816,Hard,Social,Social,Social
zimmermatt/flink,78693672,Social,Social,Social,Social
dogboy21/BungeeCord,93675896,Social,Social,Social,Social
121cast/ExoPlayer,60658771,Hard,Hard,Hard,Social
popcorn9499/BungeeCord,103270684,Hard,Social,Social,Social
gengjiawen/react-native,88469807,Social,Social,Social,Social
MinelandTeam/BungeeCord,99591659,Hard,Social,Social,Social
DevJul1an/BungeeCord,123163120,Hard,Social,Social,Social
Fejm/BungeeCord,121918225,Hard,Social,Social,Social
linxiaoJVM/pinpoint,153382381,Hard,Social,Social,Social
NayXegp/BungeeCord,168782908,Hard,Social,Social,Social
edthedev/react-native,65703465,Hard,Social,Social,Social
jonahwh/react-native,78568697,Social,Social,Social,Social
xxDark/BungeeCord,249930229,Hard,Social,Social,Social
innocentalpaca/BungeeCord,171107847,Social,Social,Social,Social
frebib/BungeeCord,176586095,Hard,Social,Social,Social
formatlos/react-native,55777457,Social,Social,Social,Social
amarinso/oasp4j,32812338,Social,Social,Social,Social
D4rthS1d10u5/BungeeCord,188849468,Social,Social,Social,Social
gaborhermann/flink,32354730,Social,Social,Social,Social
sjudd/glide,11268490,Social,Social,Social,Social
vthinkxie/flink,175364887,Social,Social,Social,Social
bumptech/glide,11267509,Parent,Parent,Parent,Parent
globaltoken/globaltokenj,88266730,Hard,Social,Social,Social
nemphys/glide,17452781,Hard,Social,Social,Social
VishalRao/bitcoinj,29525679,Hard,Social,Social,Social
RafaelMagalhaesN/react-native,108007977,Social,Social,Social,Social
crabfang/glide,33533290,Hard,Social,Social,Social
halzhang/glide,35021647,Hard,Social,Social,Social
corbt/react-native,42651297,Hard,Social,Social,Social
TonyTangAndroid/glide,36497264,Hard,Social,Social,Social
jivesoftware/glide,53969399,Social,Social,Social,Social
yetu/smarthome,30917576,Hard,Social,Social,Social
lingfeng0303/glide,90145834,Hard,Social,Social,Social
Comcast/ExoPlayer,119885693,Hard,Social,Social,Social
Muyangmin/glide,103724561,Social,Social,Social,Social
Esemesek/react-native,253512637,Social,Social,Social,Social
AlanCowap/glide,100596851,Hard,Social,Social,Social
caabernathy/react-native,56335575,Social,Social,Social,Social
ZephireNZ/Glowstone,23960238,Social,Social,Social,Social
tim-ford/react-native,65775291,Hard,Social,Social,Social
aw691190716/glide,119228916,Hard,Social,Social,Social
sunnylqm/react-native,45835424,Hard,Hard,Hard,Social
ckrgithub/glide,127538076,Hard,Social,Social,Social
alxndrsn/collect,86734833,Social,Social,Social,Social
Xuzan10/FloatingActionButton,159701454,Hard,Hard,Hard,Hard
chrisjs/spring-batch,5447510,Social,Social,Social,Social
tvaughan77/spring-batch,5907211,Social,Social,Social,Social
mironiasty/react-native,96440185,Social,Social,Social,Social
mminella/spring-batch,5983163,Social,Social,Social,Social
olofd/react-native,70982560,Social,Social,Social,Social
joshlong/spring-batch,1506541,Social,Social,Social,Social
dozoisch/react-native,62262373,Social,Social,Social,Social
willschipp/spring-batch,9202129,Social,Social,Social,Social
appfolio/cameraview,89511910,Social,Social,Social,Social
kktuax/spring-batch,10138224,Social,Social,Social,Social
JulienKode/react-native,96288479,Social,Social,Social,Social
spring-projects/spring-batch,1089149,Parent,Parent,Parent,Parent
camilla-ett/ArsMagica2,80716419,Hard,Hard,Hard,Hard
maritelle/red5-server,33469170,Social,Social,Social,Social
VonUniGE/spring-batch,71783669,Hard,Social,Social,Social
rajendraarora16/react-native,125697227,Hard,Social,Social,Social
zmyer/spring-batch,73975419,Hard,Social,Social,Social
9037568/openhab2-addons,124832075,Hard,Social,Social,Social
benas/spring-batch,116242052,Social,Social,Social,Social
eoinnorris/react-native,170011887,Hard,Social,Social,Social
alexf2015/openhab2-addons,102753390,Social,Social,Social,Social
stephankoelle/aws-maven,9598047,Hard,Social,Social,Social
rnplay/react-native,36952509,Social,Social,Social,Social
spring-projects/aws-maven,2888906,Parent,Parent,Parent,Parent
zeta-dev/zetacoinj,15940978,Hard,Social,Social,Social
hoernelepoqde/aws-maven,14503392,Social,Social,Social,Social
tomduncalf/react-native,118479621,Social,Social,Social,Social
ElectronicRemedy/aws-maven,29412457,Hard,Hard,Hard,Hard
tavalin/openhab2-addons,56962924,Hard,Social,Social,Social
HubSpot/aws-maven,60715106,Hard,Hard,Hard,Hard
vistep/zeppelin,103637504,Social,Social,Social,Social
VolodymyrOrlov/aws-maven,110022094,Hard,Hard,Hard,Hard
platform-team/aws-maven,121122290,Hard,Hard,Hard,Hard
citrus-international/aws-maven,130319907,Hard,Hard,Hard,Hard
tratho/openhab2-addons,76332847,Social,Social,Social,Social
zengkuang/Line-chatbot-for-COMP3111,109096962,Social,Social,Social,Social
jjtParadox/ArsMagica2,41706178,Hard,Hard,Hard,Hard
DoomFruit/ArsMagica2,42354217,Hard,Hard,Hard,Social
247-ai/react-native,149524973,Hard,Social,Social,Social
Bluexin/ArsMagica2,79166891,Hard,Hard,Hard,Hard
Salil999/react-native,91426695,Social,Social,Social,Social
iskrid/pinpoint,41734903,Hard,Social,Social,Social
Growlith1223/ArsMagica2,71897457,Social,Social,Social,Social
redfin/react-native,80643559,Social,Social,Social,Social
xiaoyan-qq/vtm,124865861,Hard,Social,Social,Social
timcharper/openhab2-addons,163015950,Social,Social,Social,Social
D-Inc/ArsMagica2,85754557,Hard,Hard,Hard,Hard
pfmaggi/plaid,191777704,Social,Social,Social,Social
forestbat/ArsMagica2,95466411,Hard,Hard,Hard,Hard
yxz1025/pinpoint,138705550,Social,Social,Social,Social
CDAGaming/ArsMagica2,119630051,Social,Social,Social,Social
joshuapinter/react-native,182593234,Social,Social,Social,Social
Mishin870/ArsMagica2,123836835,Hard,Hard,Hard,Hard
811Alex/ArsMagica2,139649351,Hard,Hard,Hard,Hard
cafejojo/react-native,171162356,Social,Social,Social,Social
mrosseel/bitcoinj,24431797,Hard,Social,Social,Social
camsys/transitime,31745059,Social,Social,Hard,Social
HashEngineering/digitalcoinj,16602851,Hard,Social,Social,Social
bcaplan42/react-native,59102028,Social,Social,Social,Social
TheBlueMatt/bitcoinj,14514786,Hard,Social,Social,Social
art4ul/flink,145852483,Hard,Social,Social,Social
bitcoinj/bitcoinj,14514251,Parent,Parent,Parent,Parent
langerhans/dogecoinj-new,15400478,Social,Social,Social,Social
Litecoin-Java/bitcoinj,15558660,Hard,Social,Social,Social
dan-da/bitcoinj,64041251,Hard,Social,Social,Social
keystore00/monacoinj-new,15896374,Hard,Social,Social,Social
spennec/Hygieia,126996469,Hard,Social,Social,Social
cmcewen/react-native,34361848,Social,Social,Social,Social
simondlr/bitcoinj,16074675,Social,Social,Social,Social
MaxLap/react-native,64618694,Hard,Social,Social,Social
worldcoinproject/worldcoinj,20036589,Hard,Social,Social,Social
sridhard/ExoPlayer,155690358,Hard,Social,Social,Social
tricolor2/phoenix,170536750,Social,Social,Social,Social
alpparkan/react-native,109255478,Hard,Social,Social,Social
Nite69/bitcoinj-scrypt,17091220,Hard,Hard,Hard,Hard
quotecenter/zeppelin,66115323,Hard,Social,Social,Social
2050utopia/plaid,51681699,Hard,Social,Social,Social
troggy/bitcoinj,20183147,Social,Social,Social,Social
CWeitkamp/openhab2-addons,78575058,Hard,Social,Social,Social
mackler/bitcoinj,23756688,Social,Social,Social,Social
cubistico/openhab2-addons,125226046,Hard,Social,Social,Social
oscarguindzberg/bitcoinj,19839304,Social,Social,Social,Social
3sidedcube/react-native,94085505,Hard,Social,Social,Social
mikehearn/bitcoinj,20775491,Social,Social,Social,Social
gabizou/Glowstone,23643271,Social,Social,Social,Social
strawpay/bitcoinj,20327840,Social,Social,Social,Social
skevy/react-native,35853418,Social,Social,Social,Social
kmels/bitcoinj,22319507,Social,Social,Social,Social
dabbott/react-native,60210483,Social,Social,Social,Social
MeshCollider/omnicoinj,22663646,Hard,Social,Social,Social
FonDorn/react-native,170319621,Social,Social,Social,Social
bitsquare/bitcoinj,49885611,Hard,Social,Social,Social
Almouro/react-native,270617590,Social,Social,Social,Social
wlk/bitcoinj,24199288,Social,Social,Social,Social
anidesh1512/flink,83598272,Social,Social,Social,Social
someshk/plaid,113356668,Hard,Social,Social,Social
ronocod/react-native,84813936,Social,Social,Social,Social
bitcoin-solutions/bitcoinj-alice,24291921,Hard,Social,Social,Social
tylerbwong/RxJava,101579362,Social,Social,Social,Social
ultramiraculous/react-native,144106048,Social,Social,Social,Social
yanokwa/odk-collect,67428974,Hard,Social,Social,Social
greenaddress/bitcoinj,37470705,Hard,Social,Social,Social
stonecoldpat/bitcoinj,38608380,Hard,Social,Social,Social
dexX7/bitcoinj,43398232,Social,Social,Social,Social
sbuettner/reactor-core,120590204,Social,Social,Social,Social
Etheryte/react-native,84074854,Hard,Social,Social,Social
ShawnYang90/flink,171201286,Social,Social,Social,Social
iodine/react-native,45508955,Hard,Social,Social,Social
uniquid/bitcoinj,76879633,Hard,Social,Social,Social
MattFoley/react-native,39468554,Social,Social,Social,Social
saulbein/bitcoinj,91706125,Hard,Social,Social,Social
alexjlockwood/plaid,114950683,Social,Social,Social,Social
InflationX/Calligraphy,78296038,Hard,Hard,Hard,Hard
GENERALBYTESCOM/litecoinj,92578825,Hard,Social,Social,Social
jonathanraes/digital-voting-pass-bitcoinj,93057755,Hard,Social,Social,Social
natzei/bitcoinj,94119311,Social,Social,Social,Social
zhongwuzw/react-native,119995595,Social,Social,Social,Social
TESTSANTHI/Hygieia,75210188,Social,Social,Social,Social
Stash-Crypto/bitcoincashj,102789785,Hard,Hard,Hard,Hard
Samourai-Wallet/bitcoinj,104583079,Parent,Parent,Parent,Parent
lichenglin/zeppelin,78179906,Hard,Social,Social,Social
richardqiao2000/bitcoinj,115491660,Hard,Social,Social,Social
acrespo/bitcoinj,115673790,Hard,Social,Social,Social
PeerioTechnologies/react-native,83732052,Social,Social,Social,Social
wakiyamap/monacoinj,121067143,Hard,Social,Social,Social
swaroopak/phoenix,145614256,Social,Social,Social,Social
denis256/bitcoinj,121116896,Hard,Social,Social,Social
mandrigin/react-native,137915585,Social,Social,Social,Social
matthewleon/bitcoinj,131650099,Social,Social,Social,Social
AhyoungRyu/zeppelin,44792338,Social,Social,Social,Social
krankitio/bitcoinj,133521518,Hard,Social,Social,Social
cb372/metrics,3490111,Hard,Social,Social,Social
HFmoney/react-native,104732219,Hard,Social,Social,Social
66254264/RxJava,171197827,Hard,Social,Social,Social
jfernandosf/phoenix,39751180,Hard,Social,Social,Social
xinyang12/bitcoinj,153101462,Hard,Social,Social,Social
bmeriaux/flink,149344997,Social,Social,Social,Social
raiym/RxJava,149977364,Social,Social,Social,Social
meghamagaji/Hygieia,96922888,Hard,Social,Social,Social
bigbluebutton/red5-server,18452460,Hard,Social,Social,Social
daniel-beard/react-native,66118965,Hard,Social,Social,Social
solomax/red5-server,28343887,Social,Social,Social,Social
willdurand/react-native,87922546,Social,Social,Social,Social
tdj-br/red5-server,26592525,Social,Social,Social,Social
samermurad/react-native,107984607,Hard,Social,Social,Social
resetnow/smarthome,48529275,Social,Social,Social,Social
zelda180/red5-server,133222484,Social,Social,Social,Social
garyrussell/spring-batch,3509407,Social,Social,Social,Social
zulip/react-native,79166209,Hard,Social,Social,Social
conker84/zeppelin,108878431,Social,Social,Social,Social
ant-media/Ant-Media-Server,83530209,Hard,Hard,Hard,Hard
weizai118/red5-server,138281141,Hard,Social,Social,Social
PrometheanTV/Ant-Media-Server,146803372,Hard,Social,Social,Social
RLIndia/Hygieia,63042231,Hard,Hard,Hard,Social
codebutler/Calligraphy,18865728,Social,Social,Social,Social
dernise/DragonProxy,116151917,Hard,Hard,Hard,Hard
ReactiveX/RxJava,7508411,Parent,Parent,Parent,Parent
mirego/Calligraphy,38771644,Hard,Social,Social,Social
ericnakagawa/react-native,61579596,Social,Social,Social,Social
lgan1989/react-native,67689671,Social,Social,Social,Social
AmpMe/Calligraphy,62564898,Hard,Hard,Hard,Hard
Ashwinvalento/Calligraphy,81921773,Hard,Hard,Hard,Hard
Chatnbook/react-native,82317658,Social,Social,Social,Social
DongZhi1989/Calligraphy,85809143,Hard,Social,Social,Social
motiz88/react-native,115833098,Social,Social,Social,Social
sikrinick/Calligraphy,129720879,Hard,Social,Social,Social
fharni/openhab2-addons,74911963,Hard,Social,Social,Social
apache/flink,20587599,Parent,Parent,Parent,Parent
kaikreuzer/smarthome,15803647,Hard,Social,Social,Social
NaderBeshr/collect,105064472,Hard,Social,Social,Social
OLibutzki/smarthome,17912367,Social,Social,Social,Social
stereodenis/react-native,61557046,Social,Social,Social,Social
teichsta/smarthome,19948390,Social,Social,Social,Social
EOT3000/DragonProxy,212204798,Social,Social,Social,Social
cdjackson/smarthome,17073319,Hard,Social,Social,Social
LeoNatan/react-native,188699987,Social,Social,Social,Social
qingdao81/flink,70247082,Social,Social,Social,Social
dnobel/smarthome,22757764,Hard,Social,Social,Social
kgoderis/smarthome,41760085,Social,Social,Social,Social
MyPlayPlanet/Glowstone,95571143,Social,Social,Social,Social
JochenHiller/smarthome,153881187,Social,Social,Social,Social
maikotchakorn/line-bot-sdk-java,124983224,Hard,Social,Social,Social
paulianttila/smarthome,28567938,Hard,Social,Social,Social
peuter/smarthome,29908933,Hard,Social,Social,Social
chukwuezi/react-native,132966528,Hard,Social,Social,Social
paphko/smarthome,29679171,Hard,Social,Social,Social
benhughes/react-native,61201163,Social,Social,Social,Social
marinmitev/smarthome,29968563,Social,Social,Social,Social
andriantosg/react-native,104770904,Social,Social,Social,Social
Orinion/ArsMagica2,77339112,Hard,Social,Social,Social
gerrieg/openhab2-addons,28262865,Social,Social,Social,Social
AlJungOrg/smarthome,37975603,Hard,Hard,Hard,Hard
thhart/openhab2-addons,91701276,Hard,Social,Social,Social
stephenc/flink,174363694,Social,Social,Social,Social
mikesalvia/Hygieia,127963684,Hard,Social,Social,Social
kartben/smarthome,37204497,Social,Social,Social,Social
elucaswork/react-native,174784983,Social,Social,Social,Social
sjka/smarthome,37527739,Social,Social,Social,Social
openhab-5iver/openhab2-addons,162183948,Social,Social,Social,Social
doppllib/RxJava,106604428,Social,Social,Social,Social
kbohinski/flink,155291388,Social,Social,Social,Social
adimova/smarthome,40002172,Hard,Social,Social,Social
kisszoltan/spring,81471262,Hard,Social,Social,Social
zml2008/Glowstone,2024604,Social,Social,Social,Social
hkuhn42/smarthome,51607481,Social,Social,Social,Social
wborn/openhab2-addons,80917009,Hard,Social,Social,Social
isfaaghyth/RxJava,66635672,Hard,Hard,Hard,Hard
chtompki/Hygieia,44819687,Hard,Social,Social,Social
ivivanov-bg/smarthome,59017359,Social,Social,Social,Social
Erkan-Yilmaz/metrics,3680530,Hard,Social,Social,Social
joergkling/smarthome,63933889,Hard,Social,Social,Social
MusalaSoft/smarthome,63421435,Social,Social,Social,Social
ThomDietrich/smarthome,63903706,Hard,Social,Social,Social
lzqdename/flink,143532542,Social,Social,Social,Social
mkhl/smarthome,66559197,Social,Social,Social,Social
rdardie/flink,171267017,Social,Social,Social,Social
vorburger/smarthome,70102114,Social,Social,Social,Social
ppsreejith/react-native,92832581,Hard,Social,Social,Social
BigDataArtisans/flink,159139503,Hard,Social,Social,Social
azagrebin/flink,127914721,Social,Social,Social,Social
bbrower/Hygieia,134896637,Hard,Social,Social,Social
cniweb/smarthome,84764865,Hard,Social,Social,Social
htreu/smarthome,87096441,Social,Social,Social,Social
ytjchan/Line-chatbot-for-COMP3111,104383828,Hard,Social,Social,Social
zimengle/react-native,67971584,Hard,Social,Social,Social
pfink/smarthome,91131571,Hard,Social,Social,Social
rehevkor5/flink,55661726,Social,Social,Social,Social
kinbod/smarthome,91891589,Hard,Social,Social,Social
dfad1469/openhab2-addons,168194590,Hard,Social,Social,Social
edilaic/react-native,150658125,Social,Social,Social,Social
garytse/smarthome,137895602,Hard,Social,Social,Social
torpex77/smarthome,102151604,Hard,Hard,Hard,Hard
lubosz/openhab2-addons,163675471,Social,Social,Social,Social
Josar/smarthome,108522186,Social,Social,Social,Social
nossbigg/react-native,167329048,Social,Social,Social,Social
jmsjones/smarthome,109931212,Social,Social,Social,Social
yanbober/react-native,73654206,Hard,Social,Social,Social
Hilbrand/smarthome,110035266,Social,Social,Social,Social
ezibrov/scribejava,76466269,Social,Social,Social,Social
aploese/smarthome,114922084,Social,Social,Social,Social
xsteelej/collect,128728266,Social,Social,Social,Social
jschanz/smarthome,120640622,Hard,Social,Social,Social
reflog/react-native-1,97708805,Social,Social,Social,Social
brendan-rius/react-native,104882757,Social,Social,Social,Social
dushanlk/smarthome,134845307,Hard,Hard,Hard,Hard
vzorglub/smarthome,139432127,Social,Social,Social,Social
pfeiffer/react-native,70683308,Social,Social,Social,Social
AbstractAli/smarthome,147076897,Hard,Social,Social,Social
zenaptix-lab/zeppelin,161172450,Hard,Social,Social,Social
openhab-5iver/smarthome-1,152598846,Social,Social,Social,Social
noerK/react-native,61106185,Hard,Social,Social,Social
hjanetzek/vtm,17036872,Hard,Hard,Hard,Hard
hanchao/vtm,16722880,Hard,Social,Social,Social
upgle/pinpoint,140669655,Social,Social,Social,Social
mapzen/vtm,15977197,Hard,Social,Social,Social
rigdern/react-native,39579697,Hard,Social,Social,Social
opensciencemap/vtm,11645439,Parent,Parent,Parent,Parent
wsxyeah/react-native,95879303,Hard,Social,Social,Social
sohaibiftikhar/zeppelin,89696361,Social,Social,Social,Social
prosticoco/Line-chatbot-for-COMP3111,105009546,Hard,Social,Social,Social
Longri/vtm,62136297,Hard,Social,Social,Social
gitMiguel/openhab2-addons,114222126,Hard,Social,Social,Social
andreynovikov/vtm,63616922,Social,Social,Social,Social
dnsmob/native-navigation,174163816,Hard,Social,Social,Social
wolfgang-ch/vtm,72641657,Hard,Social,Social,Social
ceyhuno/react-native,95011959,Hard,Social,Social,Social
mxm/flink,25965625,Social,Social,Social,Social
yeahchaos/android_external_vtm,115642222,Hard,Social,Social,Social
ademar111190/bitcoin-wallet,178253537,Hard,Social,Social,Social
wotifgroup/metrics,4280749,Hard,Social,Social,Social
OverstockMedici/bitcoinj,127702406,Hard,Social,Social,Social
lovoo/react-native,95430433,Social,Social,Social,Social
gorzell/metrics,3741292,Hard,Social,Social,Social
huawei-flink/flink,80210842,Hard,Social,Social,Social
8devices/openhab2-addons,119516776,Hard,Social,Social,Social
p16/react-native,60846620,Social,Social,Social,Social
bbossgroups/pinpoint,185814521,Social,Social,Social,Social
robbywalker/metrics,3196169,Social,Social,Social,Social
jjhesk/react-native,81897527,Hard,Hard,Hard,Social
cburroughs/metrics,2120115,Hard,Hard,Hard,Social
opendatakit/collect,40213809,Parent,Parent,Parent,Parent
hnryjms/react-native,92055706,Social,Social,Social,Social
jplock/metrics,11097211,Hard,Social,Social,Social
iDCL-SharedTech/Hygieia,73862062,Hard,Hard,Hard,Social
jhberges/metrics,11335191,Hard,Social,Social,Social
joschi/metrics,266875700,Hard,Social,Social,Social
Pshatsillo/openhab2-addons,51245490,Social,Social,Social,Social
EverythingMe/metrics-android,17709467,Hard,Social,Social,Social
nikotanghe/openhab2-addons,108816112,Hard,Social,Social,Social
mrbig/openhab2-addons,120202764,Social,Social,Social,Social
infusionsoft/yammer-metrics,13308783,Hard,Social,Social,Social
volker/metrics,22854228,Hard,Social,Social,Social
v-garki/metrics,24649918,Hard,Social,Social,Social
wimdeblauwe/metrics,45398755,Hard,Social,Social,Social
HubSpot/metrics,52972006,Hard,Social,Social,Social
sdelaysam/FloatingActionButton,94755058,Hard,Hard,Hard,Hard
